Geo Level,State,State ANSI,Ag District,Ag District Code,County,County ANSI,Value
COUNTY,TEXAS,48,SOUTH CENTRAL,81,GOLIAD,175,"1,700"
COUNTY,TEXAS,48,SOUTH CENTRAL,81,GONZALES,177,227
COUNTY,TEXAS,48,SOUTH CENTRAL,81,GUADALUPE,187,"16,719"
COUNTY,TEXAS,48,SOUTH CENTRAL,81,HAYS,209,"2,385"
COUNTY,TEXAS,48,SOUTH CENTRAL,81,KARNES,255,"4,836"
COUNTY,TEXAS,48,SOUTH CENTRAL,81,LAVACA,285, 
COUNTY,TEXAS,48,SOUTH CENTRAL,81,LEE,287, 
COUNTY,TEXAS,48,SOUTH CENTRAL,81,MEDINA,325,"5,941"
COUNTY,TEXAS,48,SOUTH CENTRAL,81,TRAVIS,453,"5,711"
COUNTY,TEXAS,48,SOUTH CENTRAL,81,WILSON,493,"6,379"
COUNTY,TEXAS,48,SOUTH TEXAS,96,ATASCOSA,13,"1,179"
COUNTY,TEXAS,48,SOUTH TEXAS,96,DIMMIT,127, 
COUNTY,TEXAS,48,SOUTH TEXAS,96,DUVAL,131, 
COUNTY,TEXAS,48,SOUTH TEXAS,96,FRIO,163,"2,069"
COUNTY,TEXAS,48,SOUTH TEXAS,96,JIM WELLS,249,"51,599"
COUNTY,TEXAS,48,SOUTH TEXAS,96,LA SALLE,283, 
COUNTY,TEXAS,48,SOUTH TEXAS,96,LIVE OAK,297,"5,272"
COUNTY,TEXAS,48,SOUTH TEXAS,96,ZAPATA,505, 
COUNTY,TEXAS,48,SOUTH TEXAS,96,ZAVALA,507,"4,951"
COUNTY,TEXAS,48,SOUTHERN HIGH PLAINS,12,ANDREWS,3, 
COUNTY,TEXAS,48,SOUTHERN HIGH PLAINS,12,BAILEY,17,"17,078"
COUNTY,TEXAS,48,SOUTHERN HIGH PLAINS,12,COCHRAN,79,"31,180"
COUNTY,TEXAS,48,SOUTHERN HIGH PLAINS,12,CROSBY,107,"6,187"
COUNTY,TEXAS,48,SOUTHERN HIGH PLAINS,12,DAWSON,115,"3,681"
COUNTY,TEXAS,48,SOUTHERN HIGH PLAINS,12,GAINES,165,"13,945"
COUNTY,TEXAS,48,SOUTHERN HIGH PLAINS,12,GLASSCOCK,173,961
COUNTY,TEXAS,48,SOUTHERN HIGH PLAINS,12,HOCKLEY,219,"72,464"
COUNTY,TEXAS,48,SOUTHERN HIGH PLAINS,12,HOWARD,227, 
COUNTY,TEXAS,48,SOUTHERN HIGH PLAINS,12,LAMB,279,"36,096"
COUNTY,TEXAS,48,SOUTHERN HIGH PLAINS,12,LUBBOCK,303,"23,354"
COUNTY,TEXAS,48,SOUTHERN HIGH PLAINS,12,LYNN,305,"22,224"
COUNTY,TEXAS,48,SOUTHERN HIGH PLAINS,12,MARTIN,317,"5,570"
COUNTY,TEXAS,48,SOUTHERN HIGH PLAINS,12,TERRY,445,"9,083"
COUNTY,TEXAS,48,SOUTHERN HIGH PLAINS,12,YOAKUM,501,"18,866"
COUNTY,TEXAS,48,SOUTHERN LOW PLAINS,22,BAYLOR,23,569
COUNTY,TEXAS,48,SOUTHERN LOW PLAINS,22,COLEMAN,83,"1,738"
COUNTY,TEXAS,48,SOUTHERN LOW PLAINS,22,FISHER,151, 
COUNTY,TEXAS,48,SOUTHERN LOW PLAINS,22,HASKELL,207,"5,767"
COUNTY,TEXAS,48,SOUTHERN LOW PLAINS,22,JONES,253,"1,852"
COUNTY,TEXAS,48,SOUTHERN LOW PLAINS,22,KNOX,275, 
COUNTY,TEXAS,48,SOUTHERN LOW PLAINS,22,MITCHELL,335,445
COUNTY,TEXAS,48,SOUTHERN LOW PLAINS,22,NOLAN,353,"1,590"
COUNTY,TEXAS,48,SOUTHERN LOW PLAINS,22,RUNNELS,399,"7,107"
COUNTY,TEXAS,48,SOUTHERN LOW PLAINS,22,SCURRY,415, 
COUNTY,TEXAS,48,SOUTHERN LOW PLAINS,22,STONEWALL,433, 
COUNTY,TEXAS,48,SOUTHERN LOW PLAINS,22,TAYLOR,441,"3,095"
COUNTY,TEXAS,48,TRANS-PECOS,60,EL PASO,141, 
COUNTY,TEXAS,48,TRANS-PECOS,60,PECOS,371, 
COUNTY,TEXAS,48,UPPER COAST,90,BRAZORIA,39,"7,712"
COUNTY,TEXAS,48,UPPER COAST,90,CALHOUN,57,"9,202"
COUNTY,TEXAS,48,UPPER COAST,90,FORT BEND,157,"15,911"
COUNTY,TEXAS,48,UPPER COAST,90,HARRIS,201, 
COUNTY,TEXAS,48,UPPER COAST,90,JACKSON,239,"6,330"
COUNTY,TEXAS,48,UPPER COAST,90,JEFFERSON,245, 
COUNTY,TEXAS,48,UPPER COAST,90,LIBERTY,291, 
COUNTY,TEXAS,48,UPPER COAST,90,MATAGORDA,321,"14,501"
COUNTY,TEXAS,48,UPPER COAST,90,VICTORIA,469,"10,537"
COUNTY,TEXAS,48,UPPER COAST,90,WHARTON,481,"18,383"
COUNTY,VIRGINIA,51,CENTRAL,50,ALBEMARLE,3, 
COUNTY,VIRGINIA,51,CENTRAL,50,AMELIA,7,166
COUNTY,VIRGINIA,51,CENTRAL,50,CAROLINE,33,580
COUNTY,VIRGINIA,51,CENTRAL,50,FLUVANNA,65, 
COUNTY,VIRGINIA,51,CENTRAL,50,HANOVER,85,233
COUNTY,VIRGINIA,51,CENTRAL,50,HENRICO,87, 
COUNTY,VIRGINIA,51,CENTRAL,50,LOUISA,109, 
COUNTY,VIRGINIA,51,CENTRAL,50,PRINCE EDWARD,147, 
COUNTY,VIRGINIA,51,CENTRAL,50,SPOTSYLVANIA,177, 
COUNTY,VIRGINIA,51,EASTERN,60,ACCOMACK,1,"1,515"
COUNTY,VIRGINIA,51,EASTERN,60,KING WILLIAM,101, 
COUNTY,VIRGINIA,51,EASTERN,60,MATHEWS,115, 
COUNTY,VIRGINIA,51,EASTERN,60,NORTHAMPTON,131,"1,083"
COUNTY,VIRGINIA,51,NORTHERN,20,CULPEPER,47,298
COUNTY,VIRGINIA,51,NORTHERN,20,FAUQUIER,61, 
COUNTY,VIRGINIA,51,NORTHERN,20,MADISON,113, 
COUNTY,VIRGINIA,51,NORTHERN,20,ROCKINGHAM,165, 
COUNTY,VIRGINIA,51,NORTHERN,20,SHENANDOAH,171, 
COUNTY,VIRGINIA,51,SOUTHEASTERN,90,BRUNSWICK,25,225
COUNTY,VIRGINIA,51,SOUTHEASTERN,90,DINWIDDIE,53, 
COUNTY,VIRGINIA,51,SOUTHEASTERN,90,GREENSVILLE,81,415
COUNTY,VIRGINIA,51,SOUTHEASTERN,90,MECKLENBURG,117,84
COUNTY,VIRGINIA,51,SOUTHEASTERN,90,PRINCE GEORGE,149,274
COUNTY,VIRGINIA,51,SOUTHEASTERN,90,SUFFOLK CITY,800, 
COUNTY,VIRGINIA,51,SOUTHEASTERN,90,SURRY,181, 
COUNTY,VIRGINIA,51,SOUTHEASTERN,90,SUSSEX,183,618
COUNTY,VIRGINIA,51,SOUTHERN,80,CHARLOTTE,37,186
COUNTY,VIRGINIA,51,SOUTHERN,80,FRANKLIN,67,58
COUNTY,VIRGINIA,51,SOUTHERN,80,HALIFAX,83,56
COUNTY,VIRGINIA,51,SOUTHERN,80,HENRY,89, 
COUNTY,VIRGINIA,51,SOUTHERN,80,LUNENBURG,111,180
COUNTY,VIRGINIA,51,SOUTHERN,80,NOTTOWAY,135, 
COUNTY,VIRGINIA,51,SOUTHERN,80,PITTSYLVANIA,143, 
COUNTY,VIRGINIA,51,WESTERN,40,AUGUSTA,15,102
COUNTY,VIRGINIA,51,WESTERN,40,ROCKBRIDGE,163,203
COUNTY,WASHINGTON,53,NORTHEAST,30,SPOKANE,63, 
COUNTY,WEST VIRGINIA,54,EASTERN,60,BERKELEY,3, 
COUNTY,WEST VIRGINIA,54,EASTERN,60,GRANT,23, 
COUNTY,WEST VIRGINIA,54,NORTHWEST,20,HARRISON,33, 
COUNTY,WEST VIRGINIA,54,NORTHWEST,20,UPSHUR,97, 
COUNTY,WEST VIRGINIA,54,SOUTHWEST,40,MASON,53, 
COUNTY,WISCONSIN,55,CENTRAL,50,WOOD,141, 
COUNTY,WISCONSIN,55,EAST CENTRAL,60,BROWN,9, 
COUNTY,WISCONSIN,55,EAST CENTRAL,60,CALUMET,15,"2,590"
COUNTY,WISCONSIN,55,EAST CENTRAL,60,DOOR,29, 
COUNTY,WISCONSIN,55,EAST CENTRAL,60,FOND DU LAC,39, 
COUNTY,WISCONSIN,55,EAST CENTRAL,60,KEWAUNEE,61, 
COUNTY,WISCONSIN,55,NORTH CENTRAL,20,MARATHON,73, 
COUNTY,WISCONSIN,55,SOUTH CENTRAL,80,DANE,25, 
COUNTY,WISCONSIN,55,SOUTH CENTRAL,80,GREEN,45, 
COUNTY,WYOMING,56,NORTHWEST,10,PARK,29, 
COUNTY,WYOMING,56,SOUTHEAST,50,LARAMIE,21, 
