Program,Year,Period,Geo Level,State,State ANSI,Ag District,Ag District Code,County,County ANSI,WHEAT - ACRES HARVESTED,"WHEAT - PRODUCTION, MEASURED IN BU",Wheat Production measured in Kg
CENSUS,2017,YEAR,COUNTY,NEBRASKA,31,EAST,60,COLFAX,37,556,35204,1240556.234
CENSUS,2017,YEAR,COUNTY,NEBRASKA,31,EAST,60,DODGE,53,0,0,0
CENSUS,2017,YEAR,COUNTY,NEBRASKA,31,EAST,60,DOUGLAS,55,1338,70182,2473148.439
CENSUS,2017,YEAR,COUNTY,NEBRASKA,31,EAST,60,HAMILTON,81,1336,58598,2064939.047
CENSUS,2017,YEAR,COUNTY,NEBRASKA,31,EAST,60,LANCASTER,109,1474,88900,3132753.359
CENSUS,2017,YEAR,COUNTY,NEBRASKA,31,EAST,60,MERRICK,121,994,63866,2250578.47
CENSUS,2017,YEAR,COUNTY,NEBRASKA,31,EAST,60,NANCE,125,460,23410,824946.6381
CENSUS,2017,YEAR,COUNTY,NEBRASKA,31,EAST,60,PLATTE,141,890,29604,1043217.44
CENSUS,2017,YEAR,COUNTY,NEBRASKA,31,EAST,60,POLK,143,316,13942,491303.1195
CENSUS,2017,YEAR,COUNTY,NEBRASKA,31,EAST,60,SARPY,153,72,800,28191.25632
CENSUS,2017,YEAR,COUNTY,NEBRASKA,31,EAST,60,SAUNDERS,155,1120,84038,2961420.998
CENSUS,2017,YEAR,COUNTY,NEBRASKA,31,EAST,60,SEWARD,159,732,33030,1163946.495
CENSUS,2017,YEAR,COUNTY,NEBRASKA,31,EAST,60,WASHINGTON,177,100,9734,343017.1113
CENSUS,2017,YEAR,COUNTY,NEBRASKA,31,EAST,60,YORK,185,0,0,0
CENSUS,2017,YEAR,COUNTY,NEBRASKA,31,NORTH,20,ARTHUR,5,0,0,0
CENSUS,2017,YEAR,COUNTY,NEBRASKA,31,NORTH,20,BOYD,15,1412,74106,2611426.551
CENSUS,2017,YEAR,COUNTY,NEBRASKA,31,NORTH,20,CHERRY,31,3108,188457,6641049.49
CENSUS,2017,YEAR,COUNTY,NEBRASKA,31,NORTH,20,HOLT,89,6614,288758,10175563.49
CENSUS,2017,YEAR,COUNTY,NEBRASKA,31,NORTH,20,LOGAN,113,413,17164,604843.4043
CENSUS,2017,YEAR,COUNTY,NEBRASKA,31,NORTH,20,MCPHERSON,117,0,0,0
CENSUS,2017,YEAR,COUNTY,NEBRASKA,31,NORTHEAST,30,ANTELOPE,3,345,20424,719722.7738
CENSUS,2017,YEAR,COUNTY,NEBRASKA,31,NORTHEAST,30,BOONE,11,0,0,0
CENSUS,2017,YEAR,COUNTY,NEBRASKA,31,NORTHEAST,30,BURT,21,0,0,0
CENSUS,2017,YEAR,COUNTY,NEBRASKA,31,NORTHEAST,30,CEDAR,27,151,6326,222922.3594
CENSUS,2017,YEAR,COUNTY,NEBRASKA,31,NORTHEAST,30,CUMING,39,0,0,0
CENSUS,2017,YEAR,COUNTY,NEBRASKA,31,NORTHEAST,30,DIXON,51,0,0,0
CENSUS,2017,YEAR,COUNTY,NEBRASKA,31,NORTHEAST,30,KNOX,107,1052,53807,1896108.661
CENSUS,2017,YEAR,COUNTY,NEBRASKA,31,NORTHEAST,30,MADISON,119,191,7620,268521.7164
CENSUS,2017,YEAR,COUNTY,NEBRASKA,31,NORTHEAST,30,PIERCE,139,720,27242,959982.7558
CENSUS,2017,YEAR,COUNTY,NEBRASKA,31,NORTHEAST,30,STANTON,167,0,0,0
CENSUS,2017,YEAR,COUNTY,NEBRASKA,31,NORTHEAST,30,THURSTON,173,408,0,0
CENSUS,2017,YEAR,COUNTY,NEBRASKA,31,NORTHEAST,30,WAYNE,179,0,0,0
CENSUS,2017,YEAR,COUNTY,NEBRASKA,31,NORTHWEST,10,BANNER,7,49746,1668549,58798115.68
CENSUS,2017,YEAR,COUNTY,NEBRASKA,31,NORTHWEST,10,BOX BUTTE,13,79026,3420020,120518325.5
CENSUS,2017,YEAR,COUNTY,NEBRASKA,31,NORTHWEST,10,CHEYENNE,33,155372,5948461,209618236
CENSUS,2017,YEAR,COUNTY,NEBRASKA,31,NORTHWEST,10,DAWES,45,17970,692068,24387832.97
CENSUS,2017,YEAR,COUNTY,NEBRASKA,31,NORTHWEST,10,DEUEL,49,66471,2124477,74864594.57
CENSUS,2017,YEAR,COUNTY,NEBRASKA,31,NORTHWEST,10,GARDEN,69,30119,1030146,36301387.42
CENSUS,2017,YEAR,COUNTY,NEBRASKA,31,NORTHWEST,10,KIMBALL,105,93586,2623897,92463691.11
CENSUS,2017,YEAR,COUNTY,NEBRASKA,31,NORTHWEST,10,MORRILL,123,22903,946847,33366008.09
CENSUS,2017,YEAR,COUNTY,NEBRASKA,31,NORTHWEST,10,SCOTTS BLUFF,157,6413,272573,9605219.136
CENSUS,2017,YEAR,COUNTY,NEBRASKA,31,NORTHWEST,10,SHERIDAN,161,25380,1034604,36458483.19
CENSUS,2017,YEAR,COUNTY,NEBRASKA,31,NORTHWEST,10,SIOUX,165,2756,135102,4760868.889
CENSUS,2017,YEAR,COUNTY,NEBRASKA,31,SOUTH,80,ADAMS,1,4436,221520,7806158.875
CENSUS,2017,YEAR,COUNTY,NEBRASKA,31,SOUTH,80,FRANKLIN,61,6115,256085,9024197.343
CENSUS,2017,YEAR,COUNTY,NEBRASKA,31,SOUTH,80,FURNAS,65,38791,1937607,68279469.48
CENSUS,2017,YEAR,COUNTY,NEBRASKA,31,SOUTH,80,GOSPER,73,6834,337190,11882262.15
CENSUS,2017,YEAR,COUNTY,NEBRASKA,31,SOUTH,80,HARLAN,83,18465,796519,28068589.12
CENSUS,2017,YEAR,COUNTY,NEBRASKA,31,SOUTH,80,KEARNEY,99,4693,200262,7057046.716
CENSUS,2017,YEAR,COUNTY,NEBRASKA,31,SOUTH,80,PHELPS,137,3897,186104,6558131.958
CENSUS,2017,YEAR,COUNTY,NEBRASKA,31,SOUTH,80,WEBSTER,181,17030,725989,25583177.48
CENSUS,2017,YEAR,COUNTY,NEBRASKA,31,SOUTHEAST,90,CLAY,35,1197,59693,2103525.829
CENSUS,2017,YEAR,COUNTY,NEBRASKA,31,SOUTHEAST,90,FILLMORE,59,1872,74891,2639089.221
CENSUS,2017,YEAR,COUNTY,NEBRASKA,31,SOUTHEAST,90,GAGE,67,5559,305523,10766346.51
CENSUS,2017,YEAR,COUNTY,NEBRASKA,31,SOUTHEAST,90,JEFFERSON,95,5483,346294,12203078.65
CENSUS,2017,YEAR,COUNTY,NEBRASKA,31,SOUTHEAST,90,JOHNSON,97,1871,99868,3519255.483
CENSUS,2017,YEAR,COUNTY,NEBRASKA,31,SOUTHEAST,90,NEMAHA,127,1533,92736,3267930.433
CENSUS,2017,YEAR,COUNTY,NEBRASKA,31,SOUTHEAST,90,NUCKOLLS,129,16286,744257,26226924.82
CENSUS,2017,YEAR,COUNTY,NEBRASKA,31,SOUTHEAST,90,OTOE,131,1185,71822,2530940.514
CENSUS,2017,YEAR,COUNTY,NEBRASKA,31,SOUTHEAST,90,PAWNEE,133,1521,83830,2954091.272
CENSUS,2017,YEAR,COUNTY,NEBRASKA,31,SOUTHEAST,90,RICHARDSON,147,2354,132882,4682638.153
CENSUS,2017,YEAR,COUNTY,NEBRASKA,31,SOUTHEAST,90,SALINE,151,3536,171312,6036875.628
CENSUS,2017,YEAR,COUNTY,NEBRASKA,31,SOUTHEAST,90,THAYER,169,6688,400628,14117758.3
CENSUS,2017,YEAR,COUNTY,NEBRASKA,31,SOUTHWEST,70,CHASE,29,38503,2133563,75184776.76
CENSUS,2017,YEAR,COUNTY,NEBRASKA,31,SOUTHWEST,70,DUNDY,57,29248,1959209,69040703.88
CENSUS,2017,YEAR,COUNTY,NEBRASKA,31,SOUTHWEST,70,FRONTIER,63,19315,1057826,37276804.88
CENSUS,2017,YEAR,COUNTY,NEBRASKA,31,SOUTHWEST,70,HAYES,85,20940,1111898,39182251.9
CENSUS,2017,YEAR,COUNTY,NEBRASKA,31,SOUTHWEST,70,HITCHCOCK,87,56613,3377531,119021052.7
CENSUS,2017,YEAR,COUNTY,NEBRASKA,31,SOUTHWEST,70,KEITH,101,32601,1763106,62130216.46
CENSUS,2017,YEAR,COUNTY,NEBRASKA,31,SOUTHWEST,70,LINCOLN,111,8688,354748,12500989.75
CENSUS,2017,YEAR,COUNTY,NEBRASKA,31,SOUTHWEST,70,PERKINS,135,71860,3607768,127134390.5
CENSUS,2017,YEAR,COUNTY,NEBRASKA,31,SOUTHWEST,70,RED WILLOW,145,44811,2630156,92684252.45
CENSUS,2017,YEAR,COUNTY,NEVADA,32,NORTHEAST,30,EUREKA,11,0,0,0
CENSUS,2017,YEAR,COUNTY,NEVADA,32,NORTHEAST,30,LANDER,15,0,0,0
CENSUS,2017,YEAR,COUNTY,NEVADA,32,NORTHEAST,30,WHITE PINE,33,0,0,0
CENSUS,2017,YEAR,COUNTY,NEVADA,32,NORTHWEST,10,CHURCHILL,1,432,38817,1367874.996
CENSUS,2017,YEAR,COUNTY,NEVADA,32,NORTHWEST,10,DOUGLAS,5,0,0,0
CENSUS,2017,YEAR,COUNTY,NEVADA,32,NORTHWEST,10,HUMBOLDT,13,0,0,0
CENSUS,2017,YEAR,COUNTY,NEVADA,32,NORTHWEST,10,LYON,19,463,41437,1460201.36
CENSUS,2017,YEAR,COUNTY,NEVADA,32,NORTHWEST,10,PERSHING,27,2938,289523,10202521.38
CENSUS,2017,YEAR,COUNTY,NEVADA,32,SOUTH,80,CLARK,3,0,0,0
CENSUS,2017,YEAR,COUNTY,NEW HAMPSHIRE,33,ALL COUNTIES,10,ROCKINGHAM,15,0,0,0
CENSUS,2017,YEAR,COUNTY,NEW HAMPSHIRE,33,ALL COUNTIES,10,STRAFFORD,17,0,0,0
CENSUS,2017,YEAR,COUNTY,NEW JERSEY,34,CENTRAL,50,BURLINGTON,5,1216,73077,2575165.548
CENSUS,2017,YEAR,COUNTY,NEW JERSEY,34,CENTRAL,50,MERCER,21,171,0,0
CENSUS,2017,YEAR,COUNTY,NEW JERSEY,34,CENTRAL,50,MIDDLESEX,23,90,0,0
CENSUS,2017,YEAR,COUNTY,NEW JERSEY,34,CENTRAL,50,MONMOUTH,25,433,22957,808983.3392
CENSUS,2017,YEAR,COUNTY,NEW JERSEY,34,CENTRAL,50,OCEAN,29,150,0,0
CENSUS,2017,YEAR,COUNTY,NEW JERSEY,34,NORTH,20,HUNTERDON,19,2203,134204,4729224.204
CENSUS,2017,YEAR,COUNTY,NEW JERSEY,34,NORTH,20,MORRIS,27,0,0,0
CENSUS,2017,YEAR,COUNTY,NEW JERSEY,34,NORTH,20,SOMERSET,35,1154,75812,2671544.405
CENSUS,2017,YEAR,COUNTY,NEW JERSEY,34,NORTH,20,SUSSEX,37,75,3760,132498.9047
CENSUS,2017,YEAR,COUNTY,NEW JERSEY,34,NORTH,20,WARREN,41,661,41082,1447691.49
CENSUS,2017,YEAR,COUNTY,NEW JERSEY,34,SOUTH,80,ATLANTIC,1,0,0,0
CENSUS,2017,YEAR,COUNTY,NEW JERSEY,34,SOUTH,80,CAMDEN,7,0,0,0
CENSUS,2017,YEAR,COUNTY,NEW JERSEY,34,SOUTH,80,CAPE MAY,9,0,0,0
CENSUS,2017,YEAR,COUNTY,NEW JERSEY,34,SOUTH,80,CUMBERLAND,11,3149,197596,6963099.355
CENSUS,2017,YEAR,COUNTY,NEW JERSEY,34,SOUTH,80,GLOUCESTER,15,2641,146656,5168021.109
CENSUS,2017,YEAR,COUNTY,NEW JERSEY,34,SOUTH,80,SALEM,33,4986,346903,12224539.24
CENSUS,2017,YEAR,COUNTY,NEW MEXICO,35,NORTHEAST,30,CURRY,9,65309,1292761,45555695.89
CENSUS,2017,YEAR,COUNTY,NEW MEXICO,35,NORTHEAST,30,DE BACA,11,0,0,0
CENSUS,2017,YEAR,COUNTY,NEW MEXICO,35,NORTHEAST,30,GUADALUPE,19,0,0,0
CENSUS,2017,YEAR,COUNTY,NEW MEXICO,35,NORTHEAST,30,HARDING,21,0,0,0
CENSUS,2017,YEAR,COUNTY,NEW MEXICO,35,NORTHEAST,30,MORA,33,0,0,0
CENSUS,2017,YEAR,COUNTY,NEW MEXICO,35,NORTHEAST,30,QUAY,37,21513,440619,15527003.96
CENSUS,2017,YEAR,COUNTY,NEW MEXICO,35,NORTHEAST,30,ROOSEVELT,41,35199,904757,31882795.62
CENSUS,2017,YEAR,COUNTY,NEW MEXICO,35,NORTHEAST,30,TORRANCE,57,762,31079,1095195.069
CENSUS,2017,YEAR,COUNTY,NEW MEXICO,35,NORTHEAST,30,UNION,59,5700,158221,5575560.958
CENSUS,2017,YEAR,COUNTY,NEW MEXICO,35,NORTHWEST,10,SAN JUAN,45,0,0,0
CENSUS,2017,YEAR,COUNTY,NEW MEXICO,35,NORTHWEST,10,SANTA FE,49,0,0,0
CENSUS,2017,YEAR,COUNTY,NEW MEXICO,35,NORTHWEST,10,TAOS,55,0,0,0
CENSUS,2017,YEAR,COUNTY,NEW MEXICO,35,NORTHWEST,10,VALENCIA,61,0,0,0
CENSUS,2017,YEAR,COUNTY,NEW MEXICO,35,SOUTHEAST,90,DONA ANA,13,1668,146170,5150894.92
CENSUS,2017,YEAR,COUNTY,NEW MEXICO,35,SOUTHEAST,90,EDDY,15,284,22034,776457.6772
CENSUS,2017,YEAR,COUNTY,NEW MEXICO,35,SOUTHEAST,90,LEA,25,1712,61180,2155926.327
CENSUS,2017,YEAR,COUNTY,NEW MEXICO,35,SOUTHEAST,90,LINCOLN,27,0,0,0
CENSUS,2017,YEAR,COUNTY,NEW MEXICO,35,SOUTHWEST,70,LUNA,29,228,6667,234938.8824
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,CENTRAL,50,CAYUGA,11,7015,433414,15273106.46
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,CENTRAL,50,CORTLAND,23,261,13422,472978.8029
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,CENTRAL,50,HERKIMER,43,154,7083,249598.3356
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,CENTRAL,50,MADISON,53,1401,73529,2591093.607
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,CENTRAL,50,ONEIDA,65,1121,72945,2570513.99
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,CENTRAL,50,ONONDAGA,67,5290,317340,11182766.6
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,CENTRAL,50,OSWEGO,75,0,0,0
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,CENTRAL,50,OTSEGO,77,44,2333,82212.75124
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,EASTERN,60,FULTON,35,0,0,0
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,EASTERN,60,MONTGOMERY,57,267,13107,461878.4957
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,EASTERN,60,RENSSELAER,83,0,0,0
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,EASTERN,60,SCHENECTADY,93,0,0,0
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,LONG ISLAND,91,SUFFOLK,103,244,11995,422692.6494
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,NORTHEAST,30,ESSEX,31,0,174,6131.59825
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,NORTHEAST,30,FRANKLIN,33,30,1260,44401.2287
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,NORTHERN,20,JEFFERSON,45,2825,183102,6452344.268
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,NORTHERN,20,LEWIS,49,592,41673,1468517.781
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,NORTHERN,20,ST LAWRENCE,89,0,0,0
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,SOUTHEAST,90,COLUMBIA,21,529,22986,810005.2722
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,SOUTHEAST,90,DELAWARE,25,0,0,0
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,SOUTHEAST,90,DUTCHESS,27,243,13485,475198.8643
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,SOUTHEAST,90,GREENE,39,36,1800,63430.32672
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,SOUTHEAST,90,ORANGE,71,172,7878,277613.3966
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,SOUTHEAST,90,WESTCHESTER,119,3,120,4228.688448
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,SOUTHERN,80,CHEMUNG,15,0,0,0
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,SOUTHERN,80,SCHUYLER,97,1177,78141,2753616.2
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,SOUTHERN,80,TIOGA,107,0,0,0
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,SOUTHERN,80,TOMPKINS,109,1673,75222,2650753.354
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,SOUTHWEST,70,ALLEGANY,3,2105,140823,4962471.611
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,SOUTHWEST,70,CATTARAUGUS,9,766,33611,1184420.395
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,SOUTHWEST,70,CHAUTAUQUA,13,1061,63061,2222211.018
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,SOUTHWEST,70,STEUBEN,101,5222,352394,12418036.97
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,WESTERN,40,ERIE,29,2144,131060,4618432.567
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,WESTERN,40,GENESEE,37,9975,646741,22790551.63
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,WESTERN,40,LIVINGSTON,51,13528,901344,31762524.67
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,WESTERN,40,MONROE,55,10557,683001,24068320.32
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,WESTERN,40,NIAGARA,63,9261,633965,22340337.27
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,WESTERN,40,ONTARIO,69,12996,840942,29634014.34
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,WESTERN,40,ORLEANS,73,5466,393334,13860724.52
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,WESTERN,40,SENECA,99,5882,389864,13738444.94
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,WESTERN,40,WAYNE,117,3013,169057,5957411.525
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,WESTERN,40,WYOMING,121,5413,364500,12844641.16
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,WESTERN,40,YATES,123,4575,321090,11314913.11
CENSUS,2017,YEAR,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,BEAUFORT,13,11911,831254,29292618.23
CENSUS,2017,YEAR,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,CARTERET,31,345,20630,726982.0224
CENSUS,2017,YEAR,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,CRAVEN,49,2008,110018,3876932.047
CENSUS,2017,YEAR,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,GREENE,79,6264,338358,11923421.38
CENSUS,2017,YEAR,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,HYDE,95,8085,537155,18928842.86
CENSUS,2017,YEAR,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,JOHNSTON,101,7787,449128,15826853.21
CENSUS,2017,YEAR,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,JONES,103,4035,208484,7346782.353
CENSUS,2017,YEAR,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,LENOIR,107,7607,364262,12836254.26
CENSUS,2017,YEAR,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,PAMLICO,137,2527,136870,4823171.566
CENSUS,2017,YEAR,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,PITT,147,4550,266791,9401466.831
CENSUS,2017,YEAR,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,WAYNE,191,17628,925295,32606535.65
CENSUS,2017,YEAR,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,WILSON,195,5707,285179,10049442.86
CENSUS,2017,YEAR,COUNTY,NORTH CAROLINA,37,CENTRAL PIEDMONT,50,ALEXANDER,3,1428,85367,3008253.723
CENSUS,2017,YEAR,COUNTY,NORTH CAROLINA,37,CENTRAL PIEDMONT,50,CATAWBA,35,3700,206963,7293183.727
CENSUS,2017,YEAR,COUNTY,NORTH CAROLINA,37,CENTRAL PIEDMONT,50,CHATHAM,37,1290,65444,2306185.723
CENSUS,2017,YEAR,COUNTY,NORTH CAROLINA,37,CENTRAL PIEDMONT,50,DAVIDSON,57,1191,63063,2222281.497
CENSUS,2017,YEAR,COUNTY,NORTH CAROLINA,37,CENTRAL PIEDMONT,50,DAVIE,59,3089,163740,5770045.387
CENSUS,2017,YEAR,COUNTY,NORTH CAROLINA,37,CENTRAL PIEDMONT,50,IREDELL,97,5127,271165,9555602.525
CENSUS,2017,YEAR,COUNTY,NORTH CAROLINA,37,CENTRAL PIEDMONT,50,LEE,105,817,52927,1865098.279
CENSUS,2017,YEAR,COUNTY,NORTH CAROLINA,37,CENTRAL PIEDMONT,50,RANDOLPH,151,3492,183342,6460801.645
CENSUS,2017,YEAR,COUNTY,NORTH CAROLINA,37,CENTRAL PIEDMONT,50,ROWAN,159,7519,448126,15791543.66
CENSUS,2017,YEAR,COUNTY,NORTH CAROLINA,37,CENTRAL PIEDMONT,50,WAKE,183,2678,111485,3928627.764
CENSUS,2017,YEAR,COUNTY,NORTH CAROLINA,37,NORTHERN COASTAL,70,BERTIE,15,9942,613405,21615821.98
CENSUS,2017,YEAR,COUNTY,NORTH CAROLINA,37,NORTHERN COASTAL,70,CAMDEN,29,5017,336474,11857030.97
CENSUS,2017,YEAR,COUNTY,NORTH CAROLINA,37,NORTHERN COASTAL,70,CHOWAN,41,3719,220606,7773950.365
CENSUS,2017,YEAR,COUNTY,NORTH CAROLINA,37,NORTHERN COASTAL,70,CURRITUCK,53,5100,325986,11487443.6
CENSUS,2017,YEAR,COUNTY,NORTH CAROLINA,37,NORTHERN COASTAL,70,EDGECOMBE,65,9145,510804,18000258.12
CENSUS,2017,YEAR,COUNTY,NORTH CAROLINA,37,NORTHERN COASTAL,70,GATES,73,5135,334495,11787292.85
CENSUS,2017,YEAR,COUNTY,NORTH CAROLINA,37,NORTHERN COASTAL,70,HALIFAX,83,5690,315848,11130189.91
CENSUS,2017,YEAR,COUNTY,NORTH CAROLINA,37,NORTHERN COASTAL,70,HERTFORD,91,3644,226471,7980627.513
CENSUS,2017,YEAR,COUNTY,NORTH CAROLINA,37,NORTHERN COASTAL,70,MARTIN,117,5024,316104,11139211.11
CENSUS,2017,YEAR,COUNTY,NORTH CAROLINA,37,NORTHERN COASTAL,70,NASH,127,3198,172539,6080113.968
CENSUS,2017,YEAR,COUNTY,NORTH CAROLINA,37,NORTHERN COASTAL,70,NORTHAMPTON,131,8420,598494,21090372.2
CENSUS,2017,YEAR,COUNTY,NORTH CAROLINA,37,NORTHERN COASTAL,70,PASQUOTANK,139,4520,298115,10505295.47
CENSUS,2017,YEAR,COUNTY,NORTH CAROLINA,37,NORTHERN COASTAL,70,PERQUIMANS,143,12826,924942,32594096.25
CENSUS,2017,YEAR,COUNTY,NORTH CAROLINA,37,NORTHERN COASTAL,70,TYRRELL,177,9916,622247,21927405.84
CENSUS,2017,YEAR,COUNTY,NORTH CAROLINA,37,NORTHERN COASTAL,70,WASHINGTON,187,5478,314319,11076309.37
CENSUS,2017,YEAR,COUNTY,NORTH CAROLINA,37,NORTHERN MOUNTAIN,10,ASHE,9,0,0,0
CENSUS,2017,YEAR,COUNTY,NORTH CAROLINA,37,NORTHERN MOUNTAIN,10,CALDWELL,27,793,42433,1495299.474
CENSUS,2017,YEAR,COUNTY,NORTH CAROLINA,37,NORTHERN MOUNTAIN,10,SURRY,171,2675,130855,4611208.557
CENSUS,2017,YEAR,COUNTY,NORTH CAROLINA,37,NORTHERN MOUNTAIN,10,WILKES,193,1824,65880,2321549.958
CENSUS,2017,YEAR,COUNTY,NORTH CAROLINA,37,NORTHERN MOUNTAIN,10,YADKIN,197,2974,162982,5743334.172
CENSUS,2017,YEAR,COUNTY,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,ALAMANCE,1,1060,56433,1988646.46
CENSUS,2017,YEAR,COUNTY,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,CASWELL,33,1820,76860,2708474.951
CENSUS,2017,YEAR,COUNTY,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,DURHAM,63,0,0,0
CENSUS,2017,YEAR,COUNTY,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,FORSYTH,67,442,0,0
CENSUS,2017,YEAR,COUNTY,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,FRANKLIN,69,5806,250011,8810155.23
CENSUS,2017,YEAR,COUNTY,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,GRANVILLE,77,3432,150959,5319654.829
CENSUS,2017,YEAR,COUNTY,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,GUILFORD,81,4544,217378,7660198.645
CENSUS,2017,YEAR,COUNTY,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,ORANGE,135,2198,96954,3416568.832
CENSUS,2017,YEAR,COUNTY,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,PERSON,145,8222,305007,10748163.15
CENSUS,2017,YEAR,COUNTY,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,ROCKINGHAM,157,4164,183725,6474298.209
CENSUS,2017,YEAR,COUNTY,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,STOKES,169,371,13015,458636.5013
CENSUS,2017,YEAR,COUNTY,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,VANCE,181,2387,115957,4086216.886
CENSUS,2017,YEAR,COUNTY,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,WARREN,185,1677,100990,3558793.72
CENSUS,2017,YEAR,COUNTY,NORTH CAROLINA,37,SOUTHERN COASTAL,90,BLADEN,17,2753,164551,5798624.273
CENSUS,2017,YEAR,COUNTY,NORTH CAROLINA,37,SOUTHERN COASTAL,90,BRUNSWICK,19,190,6380,224825.2692
CENSUS,2017,YEAR,COUNTY,NORTH CAROLINA,37,SOUTHERN COASTAL,90,COLUMBUS,47,6702,337911,11907669.52
CENSUS,2017,YEAR,COUNTY,NORTH CAROLINA,37,SOUTHERN COASTAL,90,CUMBERLAND,51,3552,200364,7060641.102
CENSUS,2017,YEAR,COUNTY,NORTH CAROLINA,37,SOUTHERN COASTAL,90,DUPLIN,61,12234,635557,22396437.87
CENSUS,2017,YEAR,COUNTY,NORTH CAROLINA,37,SOUTHERN COASTAL,90,HARNETT,85,5262,270496,9532027.587
CENSUS,2017,YEAR,COUNTY,NORTH CAROLINA,37,SOUTHERN COASTAL,90,HOKE,93,2379,108647,3828619.282
CENSUS,2017,YEAR,COUNTY,NORTH CAROLINA,37,SOUTHERN COASTAL,90,ONSLOW,133,1775,93269,3286712.857
CENSUS,2017,YEAR,COUNTY,NORTH CAROLINA,37,SOUTHERN COASTAL,90,PENDER,141,2673,148730,5241106.941
CENSUS,2017,YEAR,COUNTY,NORTH CAROLINA,37,SOUTHERN COASTAL,90,ROBESON,155,24200,1203725,42418150.02
CENSUS,2017,YEAR,COUNTY,NORTH CAROLINA,37,SOUTHERN COASTAL,90,SAMPSON,163,14056,784446,27643147.82
CENSUS,2017,YEAR,COUNTY,NORTH CAROLINA,37,SOUTHERN COASTAL,90,SCOTLAND,165,1934,94195,3319344.236
