Program,Geo Level,State,State ANSI,Ag District,Ag District Code,County,County ANSI,CATTLE
CENSUS,COUNTY,KENTUCKY,21,CENTRAL,30,BRECKINRIDGE,27,23584
CENSUS,COUNTY,KENTUCKY,21,CENTRAL,30,BULLITT,29,0
CENSUS,COUNTY,KENTUCKY,21,CENTRAL,30,BUTLER,31,0
CENSUS,COUNTY,KENTUCKY,21,CENTRAL,30,CASEY,45,17963
CENSUS,COUNTY,KENTUCKY,21,CENTRAL,30,CLINTON,53,0
CENSUS,COUNTY,KENTUCKY,21,CENTRAL,30,CUMBERLAND,57,6314
CENSUS,COUNTY,KENTUCKY,21,CENTRAL,30,EDMONSON,61,0
CENSUS,COUNTY,KENTUCKY,21,CENTRAL,30,GRAYSON,85,19577
CENSUS,COUNTY,KENTUCKY,21,CENTRAL,30,GREEN,87,14833
CENSUS,COUNTY,KENTUCKY,21,CENTRAL,30,HARDIN,93,16952
CENSUS,COUNTY,KENTUCKY,21,CENTRAL,30,HART,99,18869
CENSUS,COUNTY,KENTUCKY,21,CENTRAL,30,JEFFERSON,111,0
CENSUS,COUNTY,KENTUCKY,21,CENTRAL,30,LARUE,123,10005
CENSUS,COUNTY,KENTUCKY,21,CENTRAL,30,MARION,155,22405
CENSUS,COUNTY,KENTUCKY,21,CENTRAL,30,MEADE,163,12613
CENSUS,COUNTY,KENTUCKY,21,CENTRAL,30,METCALFE,169,17068
CENSUS,COUNTY,KENTUCKY,21,CENTRAL,30,MONROE,171,21282
CENSUS,COUNTY,KENTUCKY,21,CENTRAL,30,NELSON,179,17747
CENSUS,COUNTY,KENTUCKY,21,CENTRAL,30,RUSSELL,207,13471
CENSUS,COUNTY,KENTUCKY,21,CENTRAL,30,TAYLOR,217,10093
CENSUS,COUNTY,KENTUCKY,21,CENTRAL,30,WARREN,227,23147
CENSUS,COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,BELL,13,0
CENSUS,COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,BOYD,19,0
CENSUS,COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,BREATHITT,25,520
CENSUS,COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,CARTER,43,6707
CENSUS,COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,CLAY,51,1654
CENSUS,COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,ELLIOTT,63,0
CENSUS,COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,ESTILL,65,4018
CENSUS,COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,FLOYD,71,265
CENSUS,COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,GREENUP,89,0
CENSUS,COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,HARLAN,95,59
CENSUS,COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,JACKSON,109,5675
CENSUS,COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,JOHNSON,115,0
CENSUS,COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,KNOTT,119,0
CENSUS,COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,KNOX,121,0
CENSUS,COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,LAUREL,125,11103
CENSUS,COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,LAWRENCE,127,1847
CENSUS,COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,LEE,129,0
CENSUS,COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,LESLIE,131,27
CENSUS,COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,LETCHER,133,146
CENSUS,COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,LEWIS,135,5621
CENSUS,COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,MAGOFFIN,153,1282
CENSUS,COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,MARTIN,159,313
CENSUS,COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,MCCREARY,147,1579
CENSUS,COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,MENIFEE,165,2117
CENSUS,COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,MORGAN,175,5166
CENSUS,COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,OWSLEY,189,0
CENSUS,COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,PERRY,193,0
CENSUS,COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,PIKE,195,503
CENSUS,COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,POWELL,197,0
CENSUS,COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,PULASKI,199,31266
CENSUS,COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,ROCKCASTLE,203,8236
CENSUS,COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,ROWAN,205,3039
CENSUS,COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,WAYNE,231,0
CENSUS,COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,WHITLEY,235,5113
CENSUS,COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,WOLFE,237,1403
CENSUS,COUNTY,KENTUCKY,21,MIDWESTERN,20,CALDWELL,33,0
CENSUS,COUNTY,KENTUCKY,21,MIDWESTERN,20,CHRISTIAN,47,8939
CENSUS,COUNTY,KENTUCKY,21,MIDWESTERN,20,CRITTENDEN,55,7906
CENSUS,COUNTY,KENTUCKY,21,MIDWESTERN,20,DAVIESS,59,0
CENSUS,COUNTY,KENTUCKY,21,MIDWESTERN,20,HANCOCK,91,0
CENSUS,COUNTY,KENTUCKY,21,MIDWESTERN,20,HENDERSON,101,4266
CENSUS,COUNTY,KENTUCKY,21,MIDWESTERN,20,HOPKINS,107,4881
CENSUS,COUNTY,KENTUCKY,21,MIDWESTERN,20,LOGAN,141,13662
CENSUS,COUNTY,KENTUCKY,21,MIDWESTERN,20,MCLEAN,149,0
CENSUS,COUNTY,KENTUCKY,21,MIDWESTERN,20,MUHLENBERG,177,0
CENSUS,COUNTY,KENTUCKY,21,MIDWESTERN,20,OHIO,183,9254
CENSUS,COUNTY,KENTUCKY,21,MIDWESTERN,20,SIMPSON,213,4498
CENSUS,COUNTY,KENTUCKY,21,MIDWESTERN,20,TODD,219,6842
CENSUS,COUNTY,KENTUCKY,21,MIDWESTERN,20,UNION,225,4565
CENSUS,COUNTY,KENTUCKY,21,MIDWESTERN,20,WEBSTER,233,3706
CENSUS,COUNTY,KENTUCKY,21,NORTHERN,40,BOONE,15,0
CENSUS,COUNTY,KENTUCKY,21,NORTHERN,40,BRACKEN,23,7017
CENSUS,COUNTY,KENTUCKY,21,NORTHERN,40,CAMPBELL,37,0
CENSUS,COUNTY,KENTUCKY,21,NORTHERN,40,CARROLL,41,3671
CENSUS,COUNTY,KENTUCKY,21,NORTHERN,40,GALLATIN,77,0
CENSUS,COUNTY,KENTUCKY,21,NORTHERN,40,GRANT,81,0
CENSUS,COUNTY,KENTUCKY,21,NORTHERN,40,HENRY,103,13087
CENSUS,COUNTY,KENTUCKY,21,NORTHERN,40,KENTON,117,3666
CENSUS,COUNTY,KENTUCKY,21,NORTHERN,40,OLDHAM,185,0
CENSUS,COUNTY,KENTUCKY,21,NORTHERN,40,OWEN,187,0
CENSUS,COUNTY,KENTUCKY,21,NORTHERN,40,PENDLETON,191,6399
CENSUS,COUNTY,KENTUCKY,21,NORTHERN,40,TRIMBLE,223,0
CENSUS,COUNTY,KENTUCKY,21,PURCHASE,10,BALLARD,7,0
CENSUS,COUNTY,KENTUCKY,21,PURCHASE,10,CALLOWAY,35,4095
CENSUS,COUNTY,KENTUCKY,21,PURCHASE,10,CARLISLE,39,2214
CENSUS,COUNTY,KENTUCKY,21,PURCHASE,10,FULTON,75,252
CENSUS,COUNTY,KENTUCKY,21,PURCHASE,10,GRAVES,83,5906
CENSUS,COUNTY,KENTUCKY,21,PURCHASE,10,HICKMAN,105,0
CENSUS,COUNTY,KENTUCKY,21,PURCHASE,10,LIVINGSTON,139,0
CENSUS,COUNTY,KENTUCKY,21,PURCHASE,10,LYON,143,2543
CENSUS,COUNTY,KENTUCKY,21,PURCHASE,10,MARSHALL,157,3419
CENSUS,COUNTY,KENTUCKY,21,PURCHASE,10,MCCRACKEN,145,1428
CENSUS,COUNTY,KENTUCKY,21,PURCHASE,10,TRIGG,221,6180
CENSUS,COUNTY,LOUISIANA,22,CENTRAL,50,AVOYELLES,9,16295
CENSUS,COUNTY,LOUISIANA,22,CENTRAL,50,CATAHOULA,25,4169
CENSUS,COUNTY,LOUISIANA,22,CENTRAL,50,CONCORDIA,29,2305
CENSUS,COUNTY,LOUISIANA,22,CENTRAL,50,EVANGELINE,39,9877
CENSUS,COUNTY,LOUISIANA,22,CENTRAL,50,GRANT,43,3790
CENSUS,COUNTY,LOUISIANA,22,CENTRAL,50,LA SALLE,59,2573
CENSUS,COUNTY,LOUISIANA,22,CENTRAL,50,POINTE COUPEE,77,8654
CENSUS,COUNTY,LOUISIANA,22,CENTRAL,50,RAPIDES,79,14768
CENSUS,COUNTY,LOUISIANA,22,CENTRAL,50,SAINT LANDRY,97,17011
CENSUS,COUNTY,LOUISIANA,22,CENTRAL,50,WEST BATON ROUGE,121,1067
CENSUS,COUNTY,LOUISIANA,22,EAST CENTRAL,60,EAST BATON ROUGE,33,0
CENSUS,COUNTY,LOUISIANA,22,EAST CENTRAL,60,EAST FELICIANA,37,12626
CENSUS,COUNTY,LOUISIANA,22,EAST CENTRAL,60,LIVINGSTON,63,3906
CENSUS,COUNTY,LOUISIANA,22,EAST CENTRAL,60,SAINT HELENA,91,5422
CENSUS,COUNTY,LOUISIANA,22,EAST CENTRAL,60,SAINT TAMMANY,103,5036
CENSUS,COUNTY,LOUISIANA,22,EAST CENTRAL,60,TANGIPAHOA,105,19604
CENSUS,COUNTY,LOUISIANA,22,EAST CENTRAL,60,WASHINGTON,117,10539
CENSUS,COUNTY,LOUISIANA,22,EAST CENTRAL,60,WEST FELICIANA,125,0
CENSUS,COUNTY,LOUISIANA,22,NORTH CENTRAL,20,BIENVILLE,13,2621
CENSUS,COUNTY,LOUISIANA,22,NORTH CENTRAL,20,CALDWELL,21,2616
CENSUS,COUNTY,LOUISIANA,22,NORTH CENTRAL,20,CLAIBORNE,27,4709
CENSUS,COUNTY,LOUISIANA,22,NORTH CENTRAL,20,JACKSON,49,2765
CENSUS,COUNTY,LOUISIANA,22,NORTH CENTRAL,20,LINCOLN,61,8142
CENSUS,COUNTY,LOUISIANA,22,NORTH CENTRAL,20,OUACHITA,73,3922
CENSUS,COUNTY,LOUISIANA,22,NORTH CENTRAL,20,UNION,111,13321
CENSUS,COUNTY,LOUISIANA,22,NORTH CENTRAL,20,WINN,127,3222
CENSUS,COUNTY,LOUISIANA,22,NORTHEAST,30,EAST CARROLL,35,262
CENSUS,COUNTY,LOUISIANA,22,NORTHEAST,30,FRANKLIN,41,0
CENSUS,COUNTY,LOUISIANA,22,NORTHEAST,30,MADISON,65,1392
CENSUS,COUNTY,LOUISIANA,22,NORTHEAST,30,MOREHOUSE,67,6045
CENSUS,COUNTY,LOUISIANA,22,NORTHEAST,30,RICHLAND,83,10071
CENSUS,COUNTY,LOUISIANA,22,NORTHEAST,30,TENSAS,107,0
CENSUS,COUNTY,LOUISIANA,22,NORTHEAST,30,WEST CARROLL,123,6994
CENSUS,COUNTY,LOUISIANA,22,NORTHWEST,10,BOSSIER,15,7622
CENSUS,COUNTY,LOUISIANA,22,NORTHWEST,10,CADDO,17,12935
CENSUS,COUNTY,LOUISIANA,22,NORTHWEST,10,DE SOTO,31,0
CENSUS,COUNTY,LOUISIANA,22,NORTHWEST,10,RED RIVER,81,12129
CENSUS,COUNTY,LOUISIANA,22,NORTHWEST,10,WEBSTER,119,4391
CENSUS,COUNTY,LOUISIANA,22,SOUTH CENTRAL,80,ASSUMPTION,7,373
CENSUS,COUNTY,LOUISIANA,22,SOUTH CENTRAL,80,IBERIA,45,2034
CENSUS,COUNTY,LOUISIANA,22,SOUTH CENTRAL,80,IBERVILLE,47,4217
CENSUS,COUNTY,LOUISIANA,22,SOUTH CENTRAL,80,LAFAYETTE,55,0
CENSUS,COUNTY,LOUISIANA,22,SOUTH CENTRAL,80,SAINT MARTIN,99,0
CENSUS,COUNTY,LOUISIANA,22,SOUTH CENTRAL,80,SAINT MARY,101,806
CENSUS,COUNTY,LOUISIANA,22,SOUTHEAST,90,ASCENSION,5,2659
CENSUS,COUNTY,LOUISIANA,22,SOUTHEAST,90,JEFFERSON,51,573
CENSUS,COUNTY,LOUISIANA,22,SOUTHEAST,90,LAFOURCHE,57,10180
CENSUS,COUNTY,LOUISIANA,22,SOUTHEAST,90,ORLEANS,71,0
CENSUS,COUNTY,LOUISIANA,22,SOUTHEAST,90,PLAQUEMINES,75,4333
CENSUS,COUNTY,LOUISIANA,22,SOUTHEAST,90,SAINT BERNARD,87,928
CENSUS,COUNTY,LOUISIANA,22,SOUTHEAST,90,SAINT CHARLES,89,0
CENSUS,COUNTY,LOUISIANA,22,SOUTHEAST,90,SAINT JAMES,93,187
CENSUS,COUNTY,LOUISIANA,22,SOUTHEAST,90,ST. JOHN THE BAPTIST,95,0
CENSUS,COUNTY,LOUISIANA,22,SOUTHEAST,90,TERREBONNE,109,2974
CENSUS,COUNTY,LOUISIANA,22,SOUTHWEST,70,ACADIA,1,0
CENSUS,COUNTY,LOUISIANA,22,SOUTHWEST,70,ALLEN,3,7014
CENSUS,COUNTY,LOUISIANA,22,SOUTHWEST,70,BEAUREGARD,11,0
CENSUS,COUNTY,LOUISIANA,22,SOUTHWEST,70,CALCASIEU,19,24739
CENSUS,COUNTY,LOUISIANA,22,SOUTHWEST,70,CAMERON,23,14305
CENSUS,COUNTY,LOUISIANA,22,SOUTHWEST,70,JEFFERSON DAVIS,53,12125
CENSUS,COUNTY,LOUISIANA,22,SOUTHWEST,70,VERMILION,113,24250
CENSUS,COUNTY,LOUISIANA,22,WEST CENTRAL,40,NATCHITOCHES,69,23346
CENSUS,COUNTY,LOUISIANA,22,WEST CENTRAL,40,SABINE,85,9765
CENSUS,COUNTY,LOUISIANA,22,WEST CENTRAL,40,VERNON,115,5296
CENSUS,COUNTY,MAINE,23,CENTRAL,20,HANCOCK,9,0
CENSUS,COUNTY,MAINE,23,CENTRAL,20,PENOBSCOT,19,726
CENSUS,COUNTY,MAINE,23,CENTRAL,20,PISCATAQUIS,21,0
CENSUS,COUNTY,MAINE,23,CENTRAL,20,SOMERSET,25,797
CENSUS,COUNTY,MAINE,23,CENTRAL,20,WALDO,27,653
CENSUS,COUNTY,MAINE,23,CENTRAL,20,WASHINGTON,29,179
CENSUS,COUNTY,MAINE,23,NORTH,10,AROOSTOOK,3,1343
CENSUS,COUNTY,MAINE,23,SOUTH,30,ANDROSCOGGIN,1,905
CENSUS,COUNTY,MAINE,23,SOUTH,30,CUMBERLAND,5,882
CENSUS,COUNTY,MAINE,23,SOUTH,30,FRANKLIN,7,575
CENSUS,COUNTY,MAINE,23,SOUTH,30,KENNEBEC,11,1082
CENSUS,COUNTY,MAINE,23,SOUTH,30,KNOX,13,293
CENSUS,COUNTY,MAINE,23,SOUTH,30,LINCOLN,15,293
CENSUS,COUNTY,MAINE,23,SOUTH,30,OXFORD,17,725
CENSUS,COUNTY,MAINE,23,SOUTH,30,SAGADAHOC,23,404
CENSUS,COUNTY,MAINE,23,SOUTH,30,YORK,31,571
CENSUS,COUNTY,MARYLAND,24,LOWER EASTERN SHORE,90,DORCHESTER,19,142
CENSUS,COUNTY,MARYLAND,24,LOWER EASTERN SHORE,90,SOMERSET,39,0
CENSUS,COUNTY,MARYLAND,24,LOWER EASTERN SHORE,90,WICOMICO,45,559
CENSUS,COUNTY,MARYLAND,24,LOWER EASTERN SHORE,90,WORCESTER,47,412
CENSUS,COUNTY,MARYLAND,24,NORTH CENTRAL,20,BALTIMORE,5,1673
CENSUS,COUNTY,MARYLAND,24,NORTH CENTRAL,20,CARROLL,13,5104
CENSUS,COUNTY,MARYLAND,24,NORTH CENTRAL,20,FREDERICK,21,8324
CENSUS,COUNTY,MARYLAND,24,NORTH CENTRAL,20,HARFORD,25,5198
CENSUS,COUNTY,MARYLAND,24,NORTH CENTRAL,20,HOWARD,27,957
CENSUS,COUNTY,MARYLAND,24,NORTH CENTRAL,20,MONTGOMERY,31,1853
CENSUS,COUNTY,MARYLAND,24,NORTH CENTRAL,20,WASHINGTON,43,7202
CENSUS,COUNTY,MARYLAND,24,SOUTHERN,80,ANNE ARUNDEL,3,716
CENSUS,COUNTY,MARYLAND,24,SOUTHERN,80,CALVERT,9,0
CENSUS,COUNTY,MARYLAND,24,SOUTHERN,80,CHARLES,17,963
CENSUS,COUNTY,MARYLAND,24,SOUTHERN,80,PRINCE GEORGES,33,0
CENSUS,COUNTY,MARYLAND,24,SOUTHERN,80,ST MARYS,37,1415
CENSUS,COUNTY,MARYLAND,24,UPPER EASTERN SHORE,30,CAROLINE,11,539
CENSUS,COUNTY,MARYLAND,24,UPPER EASTERN SHORE,30,CECIL,15,1570
CENSUS,COUNTY,MARYLAND,24,UPPER EASTERN SHORE,30,KENT,29,926
CENSUS,COUNTY,MARYLAND,24,UPPER EASTERN SHORE,30,QUEEN ANNES,35,783
CENSUS,COUNTY,MARYLAND,24,UPPER EASTERN SHORE,30,TALBOT,41,419
CENSUS,COUNTY,MARYLAND,24,WESTERN,10,ALLEGANY,1,0
CENSUS,COUNTY,MARYLAND,24,WESTERN,10,GARRETT,23,5672
CENSUS,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,BARNSTABLE,1,49
CENSUS,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,BERKSHIRE,3,905
CENSUS,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,BRISTOL,5,1083
CENSUS,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,DUKES,7,0
CENSUS,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,ESSEX,9,338
CENSUS,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,FRANKLIN,11,907
CENSUS,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,HAMPDEN,13,358
CENSUS,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,HAMPSHIRE,15,811
CENSUS,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,MIDDLESEX,17,398
CENSUS,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,NORFOLK,21,0
CENSUS,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,PLYMOUTH,23,149
CENSUS,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,WORCESTER,27,1721
CENSUS,COUNTY,MICHIGAN,26,CENTRAL,50,CLARE,35,1957
CENSUS,COUNTY,MICHIGAN,26,CENTRAL,50,GLADWIN,51,1317
CENSUS,COUNTY,MICHIGAN,26,CENTRAL,50,GRATIOT,57,2685
CENSUS,COUNTY,MICHIGAN,26,CENTRAL,50,ISABELLA,73,2373
CENSUS,COUNTY,MICHIGAN,26,CENTRAL,50,MECOSTA,107,2543
CENSUS,COUNTY,MICHIGAN,26,CENTRAL,50,MIDLAND,111,0
CENSUS,COUNTY,MICHIGAN,26,CENTRAL,50,MONTCALM,117,1765
CENSUS,COUNTY,MICHIGAN,26,CENTRAL,50,OSCEOLA,133,2780
CENSUS,COUNTY,MICHIGAN,26,EAST CENTRAL,60,ARENAC,11,732
CENSUS,COUNTY,MICHIGAN,26,EAST CENTRAL,60,BAY,17,883
CENSUS,COUNTY,MICHIGAN,26,EAST CENTRAL,60,HURON,63,1139
CENSUS,COUNTY,MICHIGAN,26,EAST CENTRAL,60,SAGINAW,145,858
CENSUS,COUNTY,MICHIGAN,26,EAST CENTRAL,60,SANILAC,151,3332
CENSUS,COUNTY,MICHIGAN,26,EAST CENTRAL,60,TUSCOLA,157,2580
CENSUS,COUNTY,MICHIGAN,26,NORTHEAST,30,ALCONA,1,715
CENSUS,COUNTY,MICHIGAN,26,NORTHEAST,30,ALPENA,7,1078
CENSUS,COUNTY,MICHIGAN,26,NORTHEAST,30,CHEBOYGAN,31,1155
CENSUS,COUNTY,MICHIGAN,26,NORTHEAST,30,CRAWFORD,39,29
CENSUS,COUNTY,MICHIGAN,26,NORTHEAST,30,IOSCO,69,1145
CENSUS,COUNTY,MICHIGAN,26,NORTHEAST,30,MONTMORENCY,119,295
CENSUS,COUNTY,MICHIGAN,26,NORTHEAST,30,OGEMAW,129,1208
CENSUS,COUNTY,MICHIGAN,26,NORTHEAST,30,OSCODA,135,383
CENSUS,COUNTY,MICHIGAN,26,NORTHEAST,30,OTSEGO,137,371
CENSUS,COUNTY,MICHIGAN,26,NORTHEAST,30,PRESQUE ISLE,141,840
CENSUS,COUNTY,MICHIGAN,26,NORTHEAST,30,ROSCOMMON,143,224
CENSUS,COUNTY,MICHIGAN,26,NORTHWEST,20,ANTRIM,9,0
CENSUS,COUNTY,MICHIGAN,26,NORTHWEST,20,BENZIE,19,0
CENSUS,COUNTY,MICHIGAN,26,NORTHWEST,20,CHARLEVOIX,29,543
CENSUS,COUNTY,MICHIGAN,26,NORTHWEST,20,EMMET,47,892
CENSUS,COUNTY,MICHIGAN,26,NORTHWEST,20,GRAND TRAVERSE,55,1085
CENSUS,COUNTY,MICHIGAN,26,NORTHWEST,20,KALKASKA,79,431
CENSUS,COUNTY,MICHIGAN,26,NORTHWEST,20,LEELANAU,89,447
CENSUS,COUNTY,MICHIGAN,26,NORTHWEST,20,MANISTEE,101,661
CENSUS,COUNTY,MICHIGAN,26,NORTHWEST,20,MISSAUKEE,113,1747
CENSUS,COUNTY,MICHIGAN,26,NORTHWEST,20,WEXFORD,165,541
CENSUS,COUNTY,MICHIGAN,26,SOUTH CENTRAL,80,BARRY,15,3147
CENSUS,COUNTY,MICHIGAN,26,SOUTH CENTRAL,80,BRANCH,23,1812
CENSUS,COUNTY,MICHIGAN,26,SOUTH CENTRAL,80,CALHOUN,25,1964
CENSUS,COUNTY,MICHIGAN,26,SOUTH CENTRAL,80,CLINTON,37,1678
CENSUS,COUNTY,MICHIGAN,26,SOUTH CENTRAL,80,EATON,45,2388
CENSUS,COUNTY,MICHIGAN,26,SOUTH CENTRAL,80,HILLSDALE,59,1607
CENSUS,COUNTY,MICHIGAN,26,SOUTH CENTRAL,80,INGHAM,65,1412
CENSUS,COUNTY,MICHIGAN,26,SOUTH CENTRAL,80,IONIA,67,3007
CENSUS,COUNTY,MICHIGAN,26,SOUTH CENTRAL,80,JACKSON,75,2522
CENSUS,COUNTY,MICHIGAN,26,SOUTH CENTRAL,80,SHIAWASSEE,155,1252
CENSUS,COUNTY,MICHIGAN,26,SOUTH CENTRAL,80,ST JOSEPH,149,1470
CENSUS,COUNTY,MICHIGAN,26,SOUTHEAST,90,GENESEE,49,981
CENSUS,COUNTY,MICHIGAN,26,SOUTHEAST,90,LAPEER,87,2827
CENSUS,COUNTY,MICHIGAN,26,SOUTHEAST,90,LENAWEE,91,1382
CENSUS,COUNTY,MICHIGAN,26,SOUTHEAST,90,LIVINGSTON,93,1233
CENSUS,COUNTY,MICHIGAN,26,SOUTHEAST,90,MACOMB,99,349
CENSUS,COUNTY,MICHIGAN,26,SOUTHEAST,90,MONROE,115,541
CENSUS,COUNTY,MICHIGAN,26,SOUTHEAST,90,OAKLAND,125,0
CENSUS,COUNTY,MICHIGAN,26,SOUTHEAST,90,ST CLAIR,147,2189
CENSUS,COUNTY,MICHIGAN,26,SOUTHEAST,90,WASHTENAW,161,1508
CENSUS,COUNTY,MICHIGAN,26,SOUTHEAST,90,WAYNE,163,190
CENSUS,COUNTY,MICHIGAN,26,SOUTHWEST,70,ALLEGAN,5,2382
CENSUS,COUNTY,MICHIGAN,26,SOUTHWEST,70,BERRIEN,21,837
CENSUS,COUNTY,MICHIGAN,26,SOUTHWEST,70,CASS,27,1845
CENSUS,COUNTY,MICHIGAN,26,SOUTHWEST,70,KALAMAZOO,77,1288
CENSUS,COUNTY,MICHIGAN,26,SOUTHWEST,70,KENT,81,2236
CENSUS,COUNTY,MICHIGAN,26,SOUTHWEST,70,OTTAWA,139,2718
CENSUS,COUNTY,MICHIGAN,26,SOUTHWEST,70,VAN BUREN,159,1224
CENSUS,COUNTY,MICHIGAN,26,UPPER PENINSULA,10,ALGER,3,554
CENSUS,COUNTY,MICHIGAN,26,UPPER PENINSULA,10,BARAGA,13,0
CENSUS,COUNTY,MICHIGAN,26,UPPER PENINSULA,10,CHIPPEWA,33,1937
CENSUS,COUNTY,MICHIGAN,26,UPPER PENINSULA,10,DELTA,41,1839
CENSUS,COUNTY,MICHIGAN,26,UPPER PENINSULA,10,DICKINSON,43,390
CENSUS,COUNTY,MICHIGAN,26,UPPER PENINSULA,10,GOGEBIC,53,0
CENSUS,COUNTY,MICHIGAN,26,UPPER PENINSULA,10,HOUGHTON,61,540
CENSUS,COUNTY,MICHIGAN,26,UPPER PENINSULA,10,IRON,71,556
CENSUS,COUNTY,MICHIGAN,26,UPPER PENINSULA,10,LUCE,95,383
CENSUS,COUNTY,MICHIGAN,26,UPPER PENINSULA,10,MACKINAC,97,808
CENSUS,COUNTY,MICHIGAN,26,UPPER PENINSULA,10,MARQUETTE,103,485
CENSUS,COUNTY,MICHIGAN,26,UPPER PENINSULA,10,MENOMINEE,109,1482
CENSUS,COUNTY,MICHIGAN,26,UPPER PENINSULA,10,ONTONAGON,131,0
CENSUS,COUNTY,MICHIGAN,26,UPPER PENINSULA,10,SCHOOLCRAFT,153,357
CENSUS,COUNTY,MICHIGAN,26,WEST CENTRAL,40,LAKE,85,508
CENSUS,COUNTY,MICHIGAN,26,WEST CENTRAL,40,MASON,105,1175
CENSUS,COUNTY,MICHIGAN,26,WEST CENTRAL,40,MUSKEGON,121,1093
CENSUS,COUNTY,MICHIGAN,26,WEST CENTRAL,40,NEWAYGO,123,1757
CENSUS,COUNTY,MICHIGAN,26,WEST CENTRAL,40,OCEANA,127,678
CENSUS,COUNTY,MINNESOTA,27,CENTRAL,50,BENTON,9,4013
CENSUS,COUNTY,MINNESOTA,27,CENTRAL,50,CARVER,19,2081
CENSUS,COUNTY,MINNESOTA,27,CENTRAL,50,KANDIYOHI,67,3534
CENSUS,COUNTY,MINNESOTA,27,CENTRAL,50,MCLEOD,85,1852
CENSUS,COUNTY,MINNESOTA,27,CENTRAL,50,MEEKER,93,2787
CENSUS,COUNTY,MINNESOTA,27,CENTRAL,50,MORRISON,97,15438
CENSUS,COUNTY,MINNESOTA,27,CENTRAL,50,RENVILLE,129,1579
CENSUS,COUNTY,MINNESOTA,27,CENTRAL,50,SCOTT,139,1775
CENSUS,COUNTY,MINNESOTA,27,CENTRAL,50,SHERBURNE,141,820
CENSUS,COUNTY,MINNESOTA,27,CENTRAL,50,SIBLEY,143,3609
CENSUS,COUNTY,MINNESOTA,27,CENTRAL,50,STEARNS,145,11343
CENSUS,COUNTY,MINNESOTA,27,CENTRAL,50,TODD,153,11302
CENSUS,COUNTY,MINNESOTA,27,CENTRAL,50,WADENA,159,4237
CENSUS,COUNTY,MINNESOTA,27,CENTRAL,50,WRIGHT,171,2922
CENSUS,COUNTY,MINNESOTA,27,EAST CENTRAL,60,AITKIN,1,4240
CENSUS,COUNTY,MINNESOTA,27,EAST CENTRAL,60,ANOKA,3,0
CENSUS,COUNTY,MINNESOTA,27,EAST CENTRAL,60,CARLTON,17,5312
CENSUS,COUNTY,MINNESOTA,27,EAST CENTRAL,60,CHISAGO,25,2412
