Program,Geo Level,State,State ANSI,Ag District,Ag District Code,County,County ANSI,CATTLE
CENSUS,COUNTY,ILLINOIS,17,WEST SOUTHWEST,60,MACOUPIN,117,8510
CENSUS,COUNTY,ILLINOIS,17,WEST SOUTHWEST,60,MADISON,119,5013
CENSUS,COUNTY,ILLINOIS,17,WEST SOUTHWEST,60,MONTGOMERY,135,4454
CENSUS,COUNTY,ILLINOIS,17,WEST SOUTHWEST,60,MORGAN,137,5115
CENSUS,COUNTY,ILLINOIS,17,WEST SOUTHWEST,60,PIKE,149,8760
CENSUS,COUNTY,ILLINOIS,17,WEST SOUTHWEST,60,SANGAMON,167,0
CENSUS,COUNTY,ILLINOIS,17,WEST SOUTHWEST,60,SCOTT,171,3787
CENSUS,COUNTY,INDIANA,18,CENTRAL,50,BARTHOLOMEW,5,0
CENSUS,COUNTY,INDIANA,18,CENTRAL,50,BOONE,11,1373
CENSUS,COUNTY,INDIANA,18,CENTRAL,50,CLINTON,23,0
CENSUS,COUNTY,INDIANA,18,CENTRAL,50,DECATUR,31,0
CENSUS,COUNTY,INDIANA,18,CENTRAL,50,GRANT,53,0
CENSUS,COUNTY,INDIANA,18,CENTRAL,50,HAMILTON,57,496
CENSUS,COUNTY,INDIANA,18,CENTRAL,50,HANCOCK,59,920
CENSUS,COUNTY,INDIANA,18,CENTRAL,50,HENDRICKS,63,1417
CENSUS,COUNTY,INDIANA,18,CENTRAL,50,HOWARD,67,378
CENSUS,COUNTY,INDIANA,18,CENTRAL,50,JOHNSON,81,0
CENSUS,COUNTY,INDIANA,18,CENTRAL,50,MADISON,95,1175
CENSUS,COUNTY,INDIANA,18,CENTRAL,50,MARION,97,0
CENSUS,COUNTY,INDIANA,18,CENTRAL,50,MORGAN,109,2315
CENSUS,COUNTY,INDIANA,18,CENTRAL,50,RUSH,139,2708
CENSUS,COUNTY,INDIANA,18,CENTRAL,50,SHELBY,145,1115
CENSUS,COUNTY,INDIANA,18,CENTRAL,50,TIPTON,159,0
CENSUS,COUNTY,INDIANA,18,EAST CENTRAL,60,BLACKFORD,9,311
CENSUS,COUNTY,INDIANA,18,EAST CENTRAL,60,DELAWARE,35,779
CENSUS,COUNTY,INDIANA,18,EAST CENTRAL,60,FAYETTE,41,0
CENSUS,COUNTY,INDIANA,18,EAST CENTRAL,60,HENRY,65,2461
CENSUS,COUNTY,INDIANA,18,EAST CENTRAL,60,JAY,75,977
CENSUS,COUNTY,INDIANA,18,EAST CENTRAL,60,RANDOLPH,135,2117
CENSUS,COUNTY,INDIANA,18,EAST CENTRAL,60,UNION,161,917
CENSUS,COUNTY,INDIANA,18,EAST CENTRAL,60,WAYNE,177,4711
CENSUS,COUNTY,INDIANA,18,NORTH CENTRAL,20,CARROLL,15,1072
CENSUS,COUNTY,INDIANA,18,NORTH CENTRAL,20,CASS,17,0
CENSUS,COUNTY,INDIANA,18,NORTH CENTRAL,20,ELKHART,39,2740
CENSUS,COUNTY,INDIANA,18,NORTH CENTRAL,20,FULTON,49,1851
CENSUS,COUNTY,INDIANA,18,NORTH CENTRAL,20,KOSCIUSKO,85,2701
CENSUS,COUNTY,INDIANA,18,NORTH CENTRAL,20,MARSHALL,99,2934
CENSUS,COUNTY,INDIANA,18,NORTH CENTRAL,20,MIAMI,103,1719
CENSUS,COUNTY,INDIANA,18,NORTH CENTRAL,20,ST. JOSEPH,141,1022
CENSUS,COUNTY,INDIANA,18,NORTH CENTRAL,20,WABASH,169,648
CENSUS,COUNTY,INDIANA,18,NORTHEAST,30,ADAMS,1,1956
CENSUS,COUNTY,INDIANA,18,NORTHEAST,30,ALLEN,3,1253
CENSUS,COUNTY,INDIANA,18,NORTHEAST,30,DE KALB,33,1061
CENSUS,COUNTY,INDIANA,18,NORTHEAST,30,HUNTINGTON,69,875
CENSUS,COUNTY,INDIANA,18,NORTHEAST,30,LAGRANGE,87,3162
CENSUS,COUNTY,INDIANA,18,NORTHEAST,30,NOBLE,113,2209
CENSUS,COUNTY,INDIANA,18,NORTHEAST,30,STEUBEN,151,980
CENSUS,COUNTY,INDIANA,18,NORTHEAST,30,WELLS,179,596
CENSUS,COUNTY,INDIANA,18,NORTHEAST,30,WHITLEY,183,1119
CENSUS,COUNTY,INDIANA,18,NORTHWEST,10,BENTON,7,0
CENSUS,COUNTY,INDIANA,18,NORTHWEST,10,JASPER,73,1804
CENSUS,COUNTY,INDIANA,18,NORTHWEST,10,LA PORTE,91,2064
CENSUS,COUNTY,INDIANA,18,NORTHWEST,10,LAKE,89,580
CENSUS,COUNTY,INDIANA,18,NORTHWEST,10,NEWTON,111,0
CENSUS,COUNTY,INDIANA,18,NORTHWEST,10,PORTER,127,1052
CENSUS,COUNTY,INDIANA,18,NORTHWEST,10,PULASKI,131,1216
CENSUS,COUNTY,INDIANA,18,NORTHWEST,10,STARKE,149,0
CENSUS,COUNTY,INDIANA,18,NORTHWEST,10,WHITE,181,1986
CENSUS,COUNTY,INDIANA,18,SOUTH CENTRAL,80,BROWN,13,445
CENSUS,COUNTY,INDIANA,18,SOUTH CENTRAL,80,CRAWFORD,25,3238
CENSUS,COUNTY,INDIANA,18,SOUTH CENTRAL,80,FLOYD,43,1021
CENSUS,COUNTY,INDIANA,18,SOUTH CENTRAL,80,HARRISON,61,8659
CENSUS,COUNTY,INDIANA,18,SOUTH CENTRAL,80,JACKSON,71,3576
CENSUS,COUNTY,INDIANA,18,SOUTH CENTRAL,80,LAWRENCE,93,8169
CENSUS,COUNTY,INDIANA,18,SOUTH CENTRAL,80,MONROE,105,3340
CENSUS,COUNTY,INDIANA,18,SOUTH CENTRAL,80,ORANGE,117,3515
CENSUS,COUNTY,INDIANA,18,SOUTH CENTRAL,80,PERRY,123,3560
CENSUS,COUNTY,INDIANA,18,SOUTH CENTRAL,80,WASHINGTON,175,10815
CENSUS,COUNTY,INDIANA,18,SOUTHEAST,90,CLARK,19,0
CENSUS,COUNTY,INDIANA,18,SOUTHEAST,90,DEARBORN,29,2732
CENSUS,COUNTY,INDIANA,18,SOUTHEAST,90,FRANKLIN,47,4992
CENSUS,COUNTY,INDIANA,18,SOUTHEAST,90,JEFFERSON,77,4211
CENSUS,COUNTY,INDIANA,18,SOUTHEAST,90,JENNINGS,79,3327
CENSUS,COUNTY,INDIANA,18,SOUTHEAST,90,OHIO,115,0
CENSUS,COUNTY,INDIANA,18,SOUTHEAST,90,RIPLEY,137,4759
CENSUS,COUNTY,INDIANA,18,SOUTHEAST,90,SCOTT,143,1776
CENSUS,COUNTY,INDIANA,18,SOUTHEAST,90,SWITZERLAND,155,2744
CENSUS,COUNTY,INDIANA,18,SOUTHWEST,70,DAVIESS,27,3973
CENSUS,COUNTY,INDIANA,18,SOUTHWEST,70,DUBOIS,37,8849
CENSUS,COUNTY,INDIANA,18,SOUTHWEST,70,GIBSON,51,1707
CENSUS,COUNTY,INDIANA,18,SOUTHWEST,70,GREENE,55,6199
CENSUS,COUNTY,INDIANA,18,SOUTHWEST,70,KNOX,83,1721
CENSUS,COUNTY,INDIANA,18,SOUTHWEST,70,MARTIN,101,2029
CENSUS,COUNTY,INDIANA,18,SOUTHWEST,70,PIKE,125,0
CENSUS,COUNTY,INDIANA,18,SOUTHWEST,70,POSEY,129,843
CENSUS,COUNTY,INDIANA,18,SOUTHWEST,70,SPENCER,147,5383
CENSUS,COUNTY,INDIANA,18,SOUTHWEST,70,SULLIVAN,153,2128
CENSUS,COUNTY,INDIANA,18,SOUTHWEST,70,VANDERBURGH,163,0
CENSUS,COUNTY,INDIANA,18,SOUTHWEST,70,WARRICK,173,0
CENSUS,COUNTY,INDIANA,18,WEST CENTRAL,40,CLAY,21,1819
CENSUS,COUNTY,INDIANA,18,WEST CENTRAL,40,FOUNTAIN,45,2453
CENSUS,COUNTY,INDIANA,18,WEST CENTRAL,40,MONTGOMERY,107,0
CENSUS,COUNTY,INDIANA,18,WEST CENTRAL,40,OWEN,119,3967
CENSUS,COUNTY,INDIANA,18,WEST CENTRAL,40,PARKE,121,2205
CENSUS,COUNTY,INDIANA,18,WEST CENTRAL,40,PUTNAM,133,0
CENSUS,COUNTY,INDIANA,18,WEST CENTRAL,40,TIPPECANOE,157,0
CENSUS,COUNTY,INDIANA,18,WEST CENTRAL,40,VERMILLION,165,0
CENSUS,COUNTY,INDIANA,18,WEST CENTRAL,40,VIGO,167,861
CENSUS,COUNTY,INDIANA,18,WEST CENTRAL,40,WARREN,171,0
CENSUS,COUNTY,IOWA,19,CENTRAL,50,BOONE,15,4091
CENSUS,COUNTY,IOWA,19,CENTRAL,50,DALLAS,49,0
CENSUS,COUNTY,IOWA,19,CENTRAL,50,GRUNDY,75,4008
CENSUS,COUNTY,IOWA,19,CENTRAL,50,HAMILTON,79,1511
CENSUS,COUNTY,IOWA,19,CENTRAL,50,HARDIN,83,9094
CENSUS,COUNTY,IOWA,19,CENTRAL,50,JASPER,99,9042
CENSUS,COUNTY,IOWA,19,CENTRAL,50,MARSHALL,127,0
CENSUS,COUNTY,IOWA,19,CENTRAL,50,POLK,153,2926
CENSUS,COUNTY,IOWA,19,CENTRAL,50,POWESHIEK,157,0
CENSUS,COUNTY,IOWA,19,CENTRAL,50,STORY,169,0
CENSUS,COUNTY,IOWA,19,CENTRAL,50,TAMA,171,15624
CENSUS,COUNTY,IOWA,19,CENTRAL,50,WEBSTER,187,0
CENSUS,COUNTY,IOWA,19,EAST CENTRAL,60,BENTON,11,11916
CENSUS,COUNTY,IOWA,19,EAST CENTRAL,60,CEDAR,31,8408
CENSUS,COUNTY,IOWA,19,EAST CENTRAL,60,CLINTON,45,15730
CENSUS,COUNTY,IOWA,19,EAST CENTRAL,60,IOWA,95,13799
CENSUS,COUNTY,IOWA,19,EAST CENTRAL,60,JACKSON,97,24067
CENSUS,COUNTY,IOWA,19,EAST CENTRAL,60,JOHNSON,103,11313
CENSUS,COUNTY,IOWA,19,EAST CENTRAL,60,JONES,105,16294
CENSUS,COUNTY,IOWA,19,EAST CENTRAL,60,LINN,113,12750
CENSUS,COUNTY,IOWA,19,EAST CENTRAL,60,MUSCATINE,139,5729
CENSUS,COUNTY,IOWA,19,EAST CENTRAL,60,SCOTT,163,4381
CENSUS,COUNTY,IOWA,19,NORTH CENTRAL,20,BUTLER,23,7565
CENSUS,COUNTY,IOWA,19,NORTH CENTRAL,20,CERRO GORDO,33,0
CENSUS,COUNTY,IOWA,19,NORTH CENTRAL,20,FLOYD,67,4110
CENSUS,COUNTY,IOWA,19,NORTH CENTRAL,20,FRANKLIN,69,0
CENSUS,COUNTY,IOWA,19,NORTH CENTRAL,20,HANCOCK,81,2637
CENSUS,COUNTY,IOWA,19,NORTH CENTRAL,20,HUMBOLDT,91,0
CENSUS,COUNTY,IOWA,19,NORTH CENTRAL,20,KOSSUTH,109,0
CENSUS,COUNTY,IOWA,19,NORTH CENTRAL,20,MITCHELL,131,5190
CENSUS,COUNTY,IOWA,19,NORTH CENTRAL,20,WINNEBAGO,189,1430
CENSUS,COUNTY,IOWA,19,NORTH CENTRAL,20,WORTH,195,2563
CENSUS,COUNTY,IOWA,19,NORTH CENTRAL,20,WRIGHT,197,2363
CENSUS,COUNTY,IOWA,19,NORTHEAST,30,ALLAMAKEE,5,19311
CENSUS,COUNTY,IOWA,19,NORTHEAST,30,BLACK HAWK,13,3752
CENSUS,COUNTY,IOWA,19,NORTHEAST,30,BREMER,17,4230
CENSUS,COUNTY,IOWA,19,NORTHEAST,30,BUCHANAN,19,4732
CENSUS,COUNTY,IOWA,19,NORTHEAST,30,CHICKASAW,37,5986
CENSUS,COUNTY,IOWA,19,NORTHEAST,30,CLAYTON,43,18827
CENSUS,COUNTY,IOWA,19,NORTHEAST,30,DELAWARE,55,13320
CENSUS,COUNTY,IOWA,19,NORTHEAST,30,DUBUQUE,61,14634
CENSUS,COUNTY,IOWA,19,NORTHEAST,30,FAYETTE,65,9554
CENSUS,COUNTY,IOWA,19,NORTHEAST,30,HOWARD,89,4949
CENSUS,COUNTY,IOWA,19,NORTHEAST,30,WINNESHIEK,191,12530
CENSUS,COUNTY,IOWA,19,NORTHWEST,10,BUENA VISTA,21,0
CENSUS,COUNTY,IOWA,19,NORTHWEST,10,CHEROKEE,35,0
CENSUS,COUNTY,IOWA,19,NORTHWEST,10,CLAY,41,5129
CENSUS,COUNTY,IOWA,19,NORTHWEST,10,DICKINSON,59,0
CENSUS,COUNTY,IOWA,19,NORTHWEST,10,EMMET,63,5723
CENSUS,COUNTY,IOWA,19,NORTHWEST,10,LYON,119,13688
CENSUS,COUNTY,IOWA,19,NORTHWEST,10,O BRIEN,141,7064
CENSUS,COUNTY,IOWA,19,NORTHWEST,10,OSCEOLA,143,4015
CENSUS,COUNTY,IOWA,19,NORTHWEST,10,PALO ALTO,147,2670
CENSUS,COUNTY,IOWA,19,NORTHWEST,10,PLYMOUTH,149,0
CENSUS,COUNTY,IOWA,19,NORTHWEST,10,POCAHONTAS,151,1776
CENSUS,COUNTY,IOWA,19,NORTHWEST,10,SIOUX,167,15459
CENSUS,COUNTY,IOWA,19,SOUTH CENTRAL,80,APPANOOSE,7,15546
CENSUS,COUNTY,IOWA,19,SOUTH CENTRAL,80,CLARKE,39,16817
CENSUS,COUNTY,IOWA,19,SOUTH CENTRAL,80,DECATUR,53,0
CENSUS,COUNTY,IOWA,19,SOUTH CENTRAL,80,LUCAS,117,17974
CENSUS,COUNTY,IOWA,19,SOUTH CENTRAL,80,MADISON,121,15758
CENSUS,COUNTY,IOWA,19,SOUTH CENTRAL,80,MARION,125,11370
CENSUS,COUNTY,IOWA,19,SOUTH CENTRAL,80,MONROE,135,0
CENSUS,COUNTY,IOWA,19,SOUTH CENTRAL,80,RINGGOLD,159,26646
CENSUS,COUNTY,IOWA,19,SOUTH CENTRAL,80,UNION,175,19353
CENSUS,COUNTY,IOWA,19,SOUTH CENTRAL,80,WARREN,181,11810
CENSUS,COUNTY,IOWA,19,SOUTH CENTRAL,80,WAYNE,185,14576
CENSUS,COUNTY,IOWA,19,SOUTHEAST,90,DAVIS,51,14993
CENSUS,COUNTY,IOWA,19,SOUTHEAST,90,DES MOINES,57,0
CENSUS,COUNTY,IOWA,19,SOUTHEAST,90,HENRY,87,0
CENSUS,COUNTY,IOWA,19,SOUTHEAST,90,JEFFERSON,101,4969
CENSUS,COUNTY,IOWA,19,SOUTHEAST,90,KEOKUK,107,13179
CENSUS,COUNTY,IOWA,19,SOUTHEAST,90,LEE,111,8550
CENSUS,COUNTY,IOWA,19,SOUTHEAST,90,LOUISA,115,0
CENSUS,COUNTY,IOWA,19,SOUTHEAST,90,MAHASKA,123,9242
CENSUS,COUNTY,IOWA,19,SOUTHEAST,90,VAN BUREN,177,11711
CENSUS,COUNTY,IOWA,19,SOUTHEAST,90,WAPELLO,179,0
CENSUS,COUNTY,IOWA,19,SOUTHEAST,90,WASHINGTON,183,9874
CENSUS,COUNTY,IOWA,19,SOUTHWEST,70,ADAIR,1,0
CENSUS,COUNTY,IOWA,19,SOUTHWEST,70,ADAMS,3,13043
CENSUS,COUNTY,IOWA,19,SOUTHWEST,70,CASS,29,0
CENSUS,COUNTY,IOWA,19,SOUTHWEST,70,FREMONT,71,3634
CENSUS,COUNTY,IOWA,19,SOUTHWEST,70,MILLS,129,0
CENSUS,COUNTY,IOWA,19,SOUTHWEST,70,MONTGOMERY,137,0
CENSUS,COUNTY,IOWA,19,SOUTHWEST,70,PAGE,145,12023
CENSUS,COUNTY,IOWA,19,SOUTHWEST,70,POTTAWATTAMIE,155,0
CENSUS,COUNTY,IOWA,19,SOUTHWEST,70,TAYLOR,173,0
CENSUS,COUNTY,IOWA,19,WEST CENTRAL,40,AUDUBON,9,7030
CENSUS,COUNTY,IOWA,19,WEST CENTRAL,40,CALHOUN,25,5744
CENSUS,COUNTY,IOWA,19,WEST CENTRAL,40,CARROLL,27,10690
CENSUS,COUNTY,IOWA,19,WEST CENTRAL,40,CRAWFORD,47,18710
CENSUS,COUNTY,IOWA,19,WEST CENTRAL,40,GREENE,73,4814
CENSUS,COUNTY,IOWA,19,WEST CENTRAL,40,GUTHRIE,77,0
CENSUS,COUNTY,IOWA,19,WEST CENTRAL,40,HARRISON,85,10164
CENSUS,COUNTY,IOWA,19,WEST CENTRAL,40,IDA,93,8013
CENSUS,COUNTY,IOWA,19,WEST CENTRAL,40,MONONA,133,7124
CENSUS,COUNTY,IOWA,19,WEST CENTRAL,40,SAC,161,9029
CENSUS,COUNTY,IOWA,19,WEST CENTRAL,40,SHELBY,165,0
CENSUS,COUNTY,IOWA,19,WEST CENTRAL,40,WOODBURY,193,0
CENSUS,COUNTY,KANSAS,20,CENTRAL,50,BARTON,9,15788
CENSUS,COUNTY,KANSAS,20,CENTRAL,50,DICKINSON,41,13530
CENSUS,COUNTY,KANSAS,20,CENTRAL,50,ELLIS,51,16594
CENSUS,COUNTY,KANSAS,20,CENTRAL,50,ELLSWORTH,53,17982
CENSUS,COUNTY,KANSAS,20,CENTRAL,50,LINCOLN,105,0
CENSUS,COUNTY,KANSAS,20,CENTRAL,50,MARION,115,22980
CENSUS,COUNTY,KANSAS,20,CENTRAL,50,MCPHERSON,113,14192
CENSUS,COUNTY,KANSAS,20,CENTRAL,50,RICE,159,11107
CENSUS,COUNTY,KANSAS,20,CENTRAL,50,RUSH,165,10728
CENSUS,COUNTY,KANSAS,20,CENTRAL,50,RUSSELL,167,0
CENSUS,COUNTY,KANSAS,20,CENTRAL,50,SALINE,169,0
CENSUS,COUNTY,KANSAS,20,EAST CENTRAL,80,ANDERSON,3,18214
CENSUS,COUNTY,KANSAS,20,EAST CENTRAL,80,CHASE,17,0
CENSUS,COUNTY,KANSAS,20,EAST CENTRAL,80,COFFEY,31,14382
CENSUS,COUNTY,KANSAS,20,EAST CENTRAL,80,DOUGLAS,45,11180
CENSUS,COUNTY,KANSAS,20,EAST CENTRAL,80,FRANKLIN,59,18004
CENSUS,COUNTY,KANSAS,20,EAST CENTRAL,80,GEARY,61,0
CENSUS,COUNTY,KANSAS,20,EAST CENTRAL,80,JOHNSON,91,4809
CENSUS,COUNTY,KANSAS,20,EAST CENTRAL,80,LINN,107,20800
CENSUS,COUNTY,KANSAS,20,EAST CENTRAL,80,LYON,111,0
CENSUS,COUNTY,KANSAS,20,EAST CENTRAL,80,MIAMI,121,22694
CENSUS,COUNTY,KANSAS,20,EAST CENTRAL,80,MORRIS,127,17950
CENSUS,COUNTY,KANSAS,20,EAST CENTRAL,80,OSAGE,139,19635
CENSUS,COUNTY,KANSAS,20,EAST CENTRAL,80,SHAWNEE,177,0
CENSUS,COUNTY,KANSAS,20,EAST CENTRAL,80,WABAUNSEE,197,19998
CENSUS,COUNTY,KANSAS,20,NORTH CENTRAL,40,CLAY,27,14560
CENSUS,COUNTY,KANSAS,20,NORTH CENTRAL,40,CLOUD,29,15602
CENSUS,COUNTY,KANSAS,20,NORTH CENTRAL,40,JEWELL,89,13873
CENSUS,COUNTY,KANSAS,20,NORTH CENTRAL,40,MITCHELL,123,0
CENSUS,COUNTY,KANSAS,20,NORTH CENTRAL,40,OSBORNE,141,14984
CENSUS,COUNTY,KANSAS,20,NORTH CENTRAL,40,OTTAWA,143,18395
CENSUS,COUNTY,KANSAS,20,NORTH CENTRAL,40,PHILLIPS,147,0
CENSUS,COUNTY,KANSAS,20,NORTH CENTRAL,40,REPUBLIC,157,13961
CENSUS,COUNTY,KANSAS,20,NORTH CENTRAL,40,ROOKS,163,17670
CENSUS,COUNTY,KANSAS,20,NORTH CENTRAL,40,SMITH,183,15415
CENSUS,COUNTY,KANSAS,20,NORTH CENTRAL,40,WASHINGTON,201,27131
CENSUS,COUNTY,KANSAS,20,NORTHEAST,70,ATCHISON,5,11497
CENSUS,COUNTY,KANSAS,20,NORTHEAST,70,BROWN,13,8642
CENSUS,COUNTY,KANSAS,20,NORTHEAST,70,DONIPHAN,43,4257
CENSUS,COUNTY,KANSAS,20,NORTHEAST,70,JACKSON,85,22862
CENSUS,COUNTY,KANSAS,20,NORTHEAST,70,JEFFERSON,87,0
CENSUS,COUNTY,KANSAS,20,NORTHEAST,70,LEAVENWORTH,103,13757
CENSUS,COUNTY,KANSAS,20,NORTHEAST,70,MARSHALL,117,16145
CENSUS,COUNTY,KANSAS,20,NORTHEAST,70,NEMAHA,131,16840
CENSUS,COUNTY,KANSAS,20,NORTHEAST,70,POTTAWATOMIE,149,25982
CENSUS,COUNTY,KANSAS,20,NORTHEAST,70,RILEY,161,0
CENSUS,COUNTY,KANSAS,20,NORTHEAST,70,WYANDOTTE,209,569
CENSUS,COUNTY,KANSAS,20,NORTHWEST,10,CHEYENNE,23,0
CENSUS,COUNTY,KANSAS,20,NORTHWEST,10,DECATUR,39,0
CENSUS,COUNTY,KANSAS,20,NORTHWEST,10,GRAHAM,65,13655
CENSUS,COUNTY,KANSAS,20,NORTHWEST,10,NORTON,137,17250
CENSUS,COUNTY,KANSAS,20,NORTHWEST,10,RAWLINS,153,0
CENSUS,COUNTY,KANSAS,20,NORTHWEST,10,SHERIDAN,179,15100
CENSUS,COUNTY,KANSAS,20,NORTHWEST,10,SHERMAN,181,5700
CENSUS,COUNTY,KANSAS,20,NORTHWEST,10,THOMAS,193,0
CENSUS,COUNTY,KANSAS,20,SOUTH CENTRAL,60,BARBER,7,0
CENSUS,COUNTY,KANSAS,20,SOUTH CENTRAL,60,COMANCHE,33,21072
CENSUS,COUNTY,KANSAS,20,SOUTH CENTRAL,60,EDWARDS,47,9974
CENSUS,COUNTY,KANSAS,20,SOUTH CENTRAL,60,HARPER,77,15041
CENSUS,COUNTY,KANSAS,20,SOUTH CENTRAL,60,HARVEY,79,8541
CENSUS,COUNTY,KANSAS,20,SOUTH CENTRAL,60,KINGMAN,95,19880
CENSUS,COUNTY,KANSAS,20,SOUTH CENTRAL,60,KIOWA,97,10189
CENSUS,COUNTY,KANSAS,20,SOUTH CENTRAL,60,PAWNEE,145,6473
CENSUS,COUNTY,KANSAS,20,SOUTH CENTRAL,60,PRATT,151,9722
CENSUS,COUNTY,KANSAS,20,SOUTH CENTRAL,60,RENO,155,26107
CENSUS,COUNTY,KANSAS,20,SOUTH CENTRAL,60,SEDGWICK,173,13679
CENSUS,COUNTY,KANSAS,20,SOUTH CENTRAL,60,STAFFORD,185,9506
CENSUS,COUNTY,KANSAS,20,SOUTH CENTRAL,60,SUMNER,191,13722
CENSUS,COUNTY,KANSAS,20,SOUTHEAST,90,ALLEN,1,0
CENSUS,COUNTY,KANSAS,20,SOUTHEAST,90,BOURBON,11,0
CENSUS,COUNTY,KANSAS,20,SOUTHEAST,90,BUTLER,15,24475
CENSUS,COUNTY,KANSAS,20,SOUTHEAST,90,CHAUTAUQUA,19,0
CENSUS,COUNTY,KANSAS,20,SOUTHEAST,90,CHEROKEE,21,17676
CENSUS,COUNTY,KANSAS,20,SOUTHEAST,90,COWLEY,35,28610
CENSUS,COUNTY,KANSAS,20,SOUTHEAST,90,CRAWFORD,37,24032
CENSUS,COUNTY,KANSAS,20,SOUTHEAST,90,ELK,49,14047
CENSUS,COUNTY,KANSAS,20,SOUTHEAST,90,GREENWOOD,73,0
CENSUS,COUNTY,KANSAS,20,SOUTHEAST,90,LABETTE,99,31448
CENSUS,COUNTY,KANSAS,20,SOUTHEAST,90,MONTGOMERY,125,23686
CENSUS,COUNTY,KANSAS,20,SOUTHEAST,90,NEOSHO,133,20945
CENSUS,COUNTY,KANSAS,20,SOUTHEAST,90,WILSON,205,13838
CENSUS,COUNTY,KANSAS,20,SOUTHEAST,90,WOODSON,207,0
CENSUS,COUNTY,KANSAS,20,SOUTHWEST,30,CLARK,25,11163
CENSUS,COUNTY,KANSAS,20,SOUTHWEST,30,FINNEY,55,0
CENSUS,COUNTY,KANSAS,20,SOUTHWEST,30,FORD,57,0
CENSUS,COUNTY,KANSAS,20,SOUTHWEST,30,GRANT,67,0
CENSUS,COUNTY,KANSAS,20,SOUTHWEST,30,GRAY,69,14637
CENSUS,COUNTY,KANSAS,20,SOUTHWEST,30,HAMILTON,75,7154
CENSUS,COUNTY,KANSAS,20,SOUTHWEST,30,HASKELL,81,2861
CENSUS,COUNTY,KANSAS,20,SOUTHWEST,30,HODGEMAN,83,0
CENSUS,COUNTY,KANSAS,20,SOUTHWEST,30,KEARNY,93,0
CENSUS,COUNTY,KANSAS,20,SOUTHWEST,30,MEADE,119,0
CENSUS,COUNTY,KANSAS,20,SOUTHWEST,30,MORTON,129,3101
CENSUS,COUNTY,KANSAS,20,SOUTHWEST,30,SEWARD,175,0
CENSUS,COUNTY,KANSAS,20,SOUTHWEST,30,STANTON,187,0
CENSUS,COUNTY,KANSAS,20,SOUTHWEST,30,STEVENS,189,0
CENSUS,COUNTY,KANSAS,20,WEST CENTRAL,20,GOVE,63,14018
CENSUS,COUNTY,KANSAS,20,WEST CENTRAL,20,GREELEY,71,0
CENSUS,COUNTY,KANSAS,20,WEST CENTRAL,20,LANE,101,6651
CENSUS,COUNTY,KANSAS,20,WEST CENTRAL,20,LOGAN,109,13735
CENSUS,COUNTY,KANSAS,20,WEST CENTRAL,20,NESS,135,18092
CENSUS,COUNTY,KANSAS,20,WEST CENTRAL,20,SCOTT,171,0
CENSUS,COUNTY,KANSAS,20,WEST CENTRAL,20,TREGO,195,16482
CENSUS,COUNTY,KANSAS,20,WEST CENTRAL,20,WALLACE,199,0
CENSUS,COUNTY,KANSAS,20,WEST CENTRAL,20,WICHITA,203,4361
CENSUS,COUNTY,KENTUCKY,21,BLUEGRASS,50,ANDERSON,5,8263
CENSUS,COUNTY,KENTUCKY,21,BLUEGRASS,50,BATH,11,15863
CENSUS,COUNTY,KENTUCKY,21,BLUEGRASS,50,BOURBON,17,22813
CENSUS,COUNTY,KENTUCKY,21,BLUEGRASS,50,BOYLE,21,9649
CENSUS,COUNTY,KENTUCKY,21,BLUEGRASS,50,CLARK,49,17102
CENSUS,COUNTY,KENTUCKY,21,BLUEGRASS,50,FAYETTE,67,0
CENSUS,COUNTY,KENTUCKY,21,BLUEGRASS,50,FLEMING,69,18963
CENSUS,COUNTY,KENTUCKY,21,BLUEGRASS,50,FRANKLIN,73,6671
CENSUS,COUNTY,KENTUCKY,21,BLUEGRASS,50,GARRARD,79,20976
CENSUS,COUNTY,KENTUCKY,21,BLUEGRASS,50,HARRISON,97,17965
CENSUS,COUNTY,KENTUCKY,21,BLUEGRASS,50,JESSAMINE,113,8839
CENSUS,COUNTY,KENTUCKY,21,BLUEGRASS,50,LINCOLN,137,20017
CENSUS,COUNTY,KENTUCKY,21,BLUEGRASS,50,MADISON,151,26961
CENSUS,COUNTY,KENTUCKY,21,BLUEGRASS,50,MASON,161,13798
CENSUS,COUNTY,KENTUCKY,21,BLUEGRASS,50,MERCER,167,12850
CENSUS,COUNTY,KENTUCKY,21,BLUEGRASS,50,MONTGOMERY,173,13748
CENSUS,COUNTY,KENTUCKY,21,BLUEGRASS,50,NICHOLAS,181,11422
CENSUS,COUNTY,KENTUCKY,21,BLUEGRASS,50,ROBERTSON,201,4004
CENSUS,COUNTY,KENTUCKY,21,BLUEGRASS,50,SCOTT,209,0
CENSUS,COUNTY,KENTUCKY,21,BLUEGRASS,50,SHELBY,211,16596
CENSUS,COUNTY,KENTUCKY,21,BLUEGRASS,50,SPENCER,215,0
CENSUS,COUNTY,KENTUCKY,21,BLUEGRASS,50,WASHINGTON,229,22393
CENSUS,COUNTY,KENTUCKY,21,BLUEGRASS,50,WOODFORD,239,9479
CENSUS,COUNTY,KENTUCKY,21,CENTRAL,30,ADAIR,1,18947
CENSUS,COUNTY,KENTUCKY,21,CENTRAL,30,ALLEN,3,20956
CENSUS,COUNTY,KENTUCKY,21,CENTRAL,30,BARREN,9,37087
