Program,Year,Period,Geo Level,State,State ANSI,Ag District,Ag District Code,County,County ANSI,Data Item,"CORN, GRAIN - ACRES HARVESTED",CORN-production in BU,CORN Production in Kg
CENSUS,2017,YEAR,COUNTY,IOWA,19,SOUTHEAST,90,HENRY,87,"CORN, GRAIN - ACRES HARVESTED",91644.00,17444970.00,614744526
CENSUS,2017,YEAR,COUNTY,IOWA,19,SOUTHEAST,90,JEFFERSON,101,"CORN, GRAIN - ACRES HARVESTED",69850.00,11820888.00,416557104.4
CENSUS,2017,YEAR,COUNTY,IOWA,19,SOUTHEAST,90,KEOKUK,107,"CORN, GRAIN - ACRES HARVESTED",107929.00,19657188.00,692701031.8
CENSUS,2017,YEAR,COUNTY,IOWA,19,SOUTHEAST,90,LEE,111,"CORN, GRAIN - ACRES HARVESTED",69962.00,12133688.00,427579885.6
CENSUS,2017,YEAR,COUNTY,IOWA,19,SOUTHEAST,90,LOUISA,115,"CORN, GRAIN - ACRES HARVESTED",79809.00,16939155.00,596920075.6
CENSUS,2017,YEAR,COUNTY,IOWA,19,SOUTHEAST,90,MAHASKA,123,"CORN, GRAIN - ACRES HARVESTED",122145.00,21282486.00,749975022.4
CENSUS,2017,YEAR,COUNTY,IOWA,19,SOUTHEAST,90,VAN BUREN,177,"CORN, GRAIN - ACRES HARVESTED",43534.00,6285077.00,221480270.9
CENSUS,2017,YEAR,COUNTY,IOWA,19,SOUTHEAST,90,WAPELLO,179,"CORN, GRAIN - ACRES HARVESTED",58267.00,9362791.00,329936051.2
CENSUS,2017,YEAR,COUNTY,IOWA,19,SOUTHEAST,90,WASHINGTON,183,"CORN, GRAIN - ACRES HARVESTED",116722.00,25032161.00,882110083.7
CENSUS,2017,YEAR,COUNTY,IOWA,19,SOUTHWEST,70,ADAIR,1,"CORN, GRAIN - ACRES HARVESTED",94641.00,15907191.00,560554623.5
CENSUS,2017,YEAR,COUNTY,IOWA,19,SOUTHWEST,70,ADAMS,3,"CORN, GRAIN - ACRES HARVESTED",62614.00,10464614.00,368763269.5
CENSUS,2017,YEAR,COUNTY,IOWA,19,SOUTHWEST,70,CASS,29,"CORN, GRAIN - ACRES HARVESTED",104244.00,19007802.00,669817272.8
CENSUS,2017,YEAR,COUNTY,IOWA,19,SOUTHWEST,70,FREMONT,71,"CORN, GRAIN - ACRES HARVESTED",112299.00,21210110.00,747424559.5
CENSUS,2017,YEAR,COUNTY,IOWA,19,SOUTHWEST,70,MILLS,129,"CORN, GRAIN - ACRES HARVESTED",86985.00,16108058.00,567632989.9
CENSUS,2017,YEAR,COUNTY,IOWA,19,SOUTHWEST,70,MONTGOMERY,137,"CORN, GRAIN - ACRES HARVESTED",92756.00,17435385.00,614406759.5
CENSUS,2017,YEAR,COUNTY,IOWA,19,SOUTHWEST,70,PAGE,145,"CORN, GRAIN - ACRES HARVESTED",120638.00,22848331.00,805153944.6
CENSUS,2017,YEAR,COUNTY,IOWA,19,SOUTHWEST,70,POTTAWATTAMIE,155,"CORN, GRAIN - ACRES HARVESTED",235421.00,46718810.00,1646327435
CENSUS,2017,YEAR,COUNTY,IOWA,19,SOUTHWEST,70,TAYLOR,173,"CORN, GRAIN - ACRES HARVESTED",80441.00,13452426.00,474050986.9
CENSUS,2017,YEAR,COUNTY,IOWA,19,WEST CENTRAL,40,AUDUBON,9,"CORN, GRAIN - ACRES HARVESTED",112900.00,23056029.00,812473029.1
CENSUS,2017,YEAR,COUNTY,IOWA,19,WEST CENTRAL,40,CALHOUN,25,"CORN, GRAIN - ACRES HARVESTED",173126.00,32635374.00,1150040242
CENSUS,2017,YEAR,COUNTY,IOWA,19,WEST CENTRAL,40,CARROLL,27,"CORN, GRAIN - ACRES HARVESTED",174669.00,35877638.00,1264294611
CENSUS,2017,YEAR,COUNTY,IOWA,19,WEST CENTRAL,40,CRAWFORD,47,"CORN, GRAIN - ACRES HARVESTED",207311.00,45014557.00,1586271143
CENSUS,2017,YEAR,COUNTY,IOWA,19,WEST CENTRAL,40,GREENE,73,"CORN, GRAIN - ACRES HARVESTED",163130.00,30534670.00,1076013386
CENSUS,2017,YEAR,COUNTY,IOWA,19,WEST CENTRAL,40,GUTHRIE,77,"CORN, GRAIN - ACRES HARVESTED",112718.00,22116973.00,779381568.6
CENSUS,2017,YEAR,COUNTY,IOWA,19,WEST CENTRAL,40,HARRISON,85,"CORN, GRAIN - ACRES HARVESTED",173293.00,33202086.00,1170010646
CENSUS,2017,YEAR,COUNTY,IOWA,19,WEST CENTRAL,40,IDA,93,"CORN, GRAIN - ACRES HARVESTED",124025.00,25510287.00,898958799.5
CENSUS,2017,YEAR,COUNTY,IOWA,19,WEST CENTRAL,40,MONONA,133,"CORN, GRAIN - ACRES HARVESTED",150309.00,30043377.00,1058700677
CENSUS,2017,YEAR,COUNTY,IOWA,19,WEST CENTRAL,40,SAC,161,"CORN, GRAIN - ACRES HARVESTED",167936.00,32801418.00,1155891478
CENSUS,2017,YEAR,COUNTY,IOWA,19,WEST CENTRAL,40,SHELBY,165,"CORN, GRAIN - ACRES HARVESTED",166675.00,34986412.00,1232888636
CENSUS,2017,YEAR,COUNTY,IOWA,19,WEST CENTRAL,40,WOODBURY,193,"CORN, GRAIN - ACRES HARVESTED",186976.00,35610620.00,1254885145
CENSUS,2017,YEAR,COUNTY,KANSAS,20,CENTRAL,50,BARTON,9,"CORN, GRAIN - ACRES HARVESTED",32632.00,4085908.00,143983599.7
CENSUS,2017,YEAR,COUNTY,KANSAS,20,CENTRAL,50,DICKINSON,41,"CORN, GRAIN - ACRES HARVESTED",26309.00,2923329.00,103015396.4
CENSUS,2017,YEAR,COUNTY,KANSAS,20,CENTRAL,50,ELLIS,51,"CORN, GRAIN - ACRES HARVESTED",9733.00,593761.00,20923585.68
CENSUS,2017,YEAR,COUNTY,KANSAS,20,CENTRAL,50,ELLSWORTH,53,"CORN, GRAIN - ACRES HARVESTED",8704.00,542064.00,19101831.46
CENSUS,2017,YEAR,COUNTY,KANSAS,20,CENTRAL,50,LINCOLN,105,"CORN, GRAIN - ACRES HARVESTED",6128.00,451033.00,15893983.64
CENSUS,2017,YEAR,COUNTY,KANSAS,20,CENTRAL,50,MARION,115,"CORN, GRAIN - ACRES HARVESTED",58281.00,5046485.00,177833440.2
CENSUS,2017,YEAR,COUNTY,KANSAS,20,CENTRAL,50,MCPHERSON,113,"CORN, GRAIN - ACRES HARVESTED",52503.00,6126665.00,215897979.3
CENSUS,2017,YEAR,COUNTY,KANSAS,20,CENTRAL,50,RICE,159,"CORN, GRAIN - ACRES HARVESTED",46147.00,5301371.00,186815385.9
CENSUS,2017,YEAR,COUNTY,KANSAS,20,CENTRAL,50,RUSH,165,"CORN, GRAIN - ACRES HARVESTED",16076.00,1956472.00,68944254.54
CENSUS,2017,YEAR,COUNTY,KANSAS,20,CENTRAL,50,RUSSELL,167,"CORN, GRAIN - ACRES HARVESTED",5488.00,463244.00,16324287.93
CENSUS,2017,YEAR,COUNTY,KANSAS,20,CENTRAL,50,SALINE,169,"CORN, GRAIN - ACRES HARVESTED",7267.00,711403.00,25069180.4
CENSUS,2017,YEAR,COUNTY,KANSAS,20,EAST CENTRAL,80,ANDERSON,3,"CORN, GRAIN - ACRES HARVESTED",63543.00,7774626.00,273970592.9
CENSUS,2017,YEAR,COUNTY,KANSAS,20,EAST CENTRAL,80,CHASE,17,"CORN, GRAIN - ACRES HARVESTED",9877.00,1237515.00,43608878.21
CENSUS,2017,YEAR,COUNTY,KANSAS,20,EAST CENTRAL,80,COFFEY,31,"CORN, GRAIN - ACRES HARVESTED",32490.00,3905096.00,137611952.9
CENSUS,2017,YEAR,COUNTY,KANSAS,20,EAST CENTRAL,80,DOUGLAS,45,"CORN, GRAIN - ACRES HARVESTED",37795.00,5588600.00,196937068.8
CENSUS,2017,YEAR,COUNTY,KANSAS,20,EAST CENTRAL,80,FRANKLIN,59,"CORN, GRAIN - ACRES HARVESTED",41776.00,5999923.00,211431709
CENSUS,2017,YEAR,COUNTY,KANSAS,20,EAST CENTRAL,80,GEARY,61,"CORN, GRAIN - ACRES HARVESTED",13376.00,1839247.00,64813354.52
CENSUS,2017,YEAR,COUNTY,KANSAS,20,EAST CENTRAL,80,JOHNSON,91,"CORN, GRAIN - ACRES HARVESTED",11254.00,1590761.00,56056938.87
CENSUS,2017,YEAR,COUNTY,KANSAS,20,EAST CENTRAL,80,LINN,107,"CORN, GRAIN - ACRES HARVESTED",18701.00,2228186.00,78519203.32
CENSUS,2017,YEAR,COUNTY,KANSAS,20,EAST CENTRAL,80,LYON,111,"CORN, GRAIN - ACRES HARVESTED",37662.00,4286252.00,151043536
CENSUS,2017,YEAR,COUNTY,KANSAS,20,EAST CENTRAL,80,MIAMI,121,"CORN, GRAIN - ACRES HARVESTED",36083.00,5316552.00,187350350.2
CENSUS,2017,YEAR,COUNTY,KANSAS,20,EAST CENTRAL,80,MORRIS,127,"CORN, GRAIN - ACRES HARVESTED",18871.00,2033298.00,71651531.37
CENSUS,2017,YEAR,COUNTY,KANSAS,20,EAST CENTRAL,80,OSAGE,139,"CORN, GRAIN - ACRES HARVESTED",47667.00,6383801.00,224959212.9
CENSUS,2017,YEAR,COUNTY,KANSAS,20,EAST CENTRAL,80,SHAWNEE,177,"CORN, GRAIN - ACRES HARVESTED",33350.00,4738138.00,166967578.5
CENSUS,2017,YEAR,COUNTY,KANSAS,20,EAST CENTRAL,80,WABAUNSEE,197,"CORN, GRAIN - ACRES HARVESTED",22056.00,3045704.00,107327777.7
CENSUS,2017,YEAR,COUNTY,KANSAS,20,NORTH CENTRAL,40,CLAY,27,"CORN, GRAIN - ACRES HARVESTED",49488.00,7358643.00,259311738.7
CENSUS,2017,YEAR,COUNTY,KANSAS,20,NORTH CENTRAL,40,CLOUD,29,"CORN, GRAIN - ACRES HARVESTED",33056.00,4993202.00,175955796.8
CENSUS,2017,YEAR,COUNTY,KANSAS,20,NORTH CENTRAL,40,JEWELL,89,"CORN, GRAIN - ACRES HARVESTED",56817.00,7182253.00,253095919.1
CENSUS,2017,YEAR,COUNTY,KANSAS,20,NORTH CENTRAL,40,MITCHELL,123,"CORN, GRAIN - ACRES HARVESTED",32100.00,3160869.00,111386085.2
CENSUS,2017,YEAR,COUNTY,KANSAS,20,NORTH CENTRAL,40,OSBORNE,141,"CORN, GRAIN - ACRES HARVESTED",26451.00,2739819.00,96548674.62
CENSUS,2017,YEAR,COUNTY,KANSAS,20,NORTH CENTRAL,40,OTTAWA,143,"CORN, GRAIN - ACRES HARVESTED",20431.00,1961572.00,69123973.8
CENSUS,2017,YEAR,COUNTY,KANSAS,20,NORTH CENTRAL,40,PHILLIPS,147,"CORN, GRAIN - ACRES HARVESTED",71582.00,8031905.00,283036865.7
CENSUS,2017,YEAR,COUNTY,KANSAS,20,NORTH CENTRAL,40,REPUBLIC,157,"CORN, GRAIN - ACRES HARVESTED",85679.00,13005741.00,458310222.7
CENSUS,2017,YEAR,COUNTY,KANSAS,20,NORTH CENTRAL,40,ROOKS,163,"CORN, GRAIN - ACRES HARVESTED",12890.00,1184681.00,41747057.16
CENSUS,2017,YEAR,COUNTY,KANSAS,20,NORTH CENTRAL,40,SMITH,183,"CORN, GRAIN - ACRES HARVESTED",70527.00,9535579.00,336024939.7
CENSUS,2017,YEAR,COUNTY,KANSAS,20,NORTH CENTRAL,40,WASHINGTON,201,"CORN, GRAIN - ACRES HARVESTED",85269.00,10027444.00,353357805
CENSUS,2017,YEAR,COUNTY,KANSAS,20,NORTHEAST,70,ATCHISON,5,"CORN, GRAIN - ACRES HARVESTED",65795.00,9757528.00,343846216.1
CENSUS,2017,YEAR,COUNTY,KANSAS,20,NORTHEAST,70,BROWN,13,"CORN, GRAIN - ACRES HARVESTED",111824.00,16435494.00,579171530.1
CENSUS,2017,YEAR,COUNTY,KANSAS,20,NORTHEAST,70,DONIPHAN,43,"CORN, GRAIN - ACRES HARVESTED",67187.00,12777147.00,450254782.6
CENSUS,2017,YEAR,COUNTY,KANSAS,20,NORTHEAST,70,JACKSON,85,"CORN, GRAIN - ACRES HARVESTED",38948.00,4718432.00,166273157.4
CENSUS,2017,YEAR,COUNTY,KANSAS,20,NORTHEAST,70,JEFFERSON,87,"CORN, GRAIN - ACRES HARVESTED",38797.00,5533366.00,194990674
CENSUS,2017,YEAR,COUNTY,KANSAS,20,NORTHEAST,70,LEAVENWORTH,103,"CORN, GRAIN - ACRES HARVESTED",23212.00,3146922.00,110894605.9
CENSUS,2017,YEAR,COUNTY,KANSAS,20,NORTHEAST,70,MARSHALL,117,"CORN, GRAIN - ACRES HARVESTED",125072.00,12717336.00,448147098.6
CENSUS,2017,YEAR,COUNTY,KANSAS,20,NORTHEAST,70,NEMAHA,131,"CORN, GRAIN - ACRES HARVESTED",106336.00,9258451.00,326259206.6
CENSUS,2017,YEAR,COUNTY,KANSAS,20,NORTHEAST,70,POTTAWATOMIE,149,"CORN, GRAIN - ACRES HARVESTED",40926.00,6091759.00,214667924.3
CENSUS,2017,YEAR,COUNTY,KANSAS,20,NORTHEAST,70,RILEY,161,"CORN, GRAIN - ACRES HARVESTED",16209.00,1917083.00,67556222.8
CENSUS,2017,YEAR,COUNTY,KANSAS,20,NORTHEAST,70,WYANDOTTE,209,"CORN, GRAIN - ACRES HARVESTED",3086.00,510466.00,17988347.31
CENSUS,2017,YEAR,COUNTY,KANSAS,20,NORTHWEST,10,CHEYENNE,23,"CORN, GRAIN - ACRES HARVESTED",60480.00,9071507.00,319671473.8
CENSUS,2017,YEAR,COUNTY,KANSAS,20,NORTHWEST,10,DECATUR,39,"CORN, GRAIN - ACRES HARVESTED",72367.00,8852467.00,311952707.8
CENSUS,2017,YEAR,COUNTY,KANSAS,20,NORTHWEST,10,GRAHAM,65,"CORN, GRAIN - ACRES HARVESTED",49663.00,6094396.00,214760849.7
CENSUS,2017,YEAR,COUNTY,KANSAS,20,NORTHWEST,10,NORTON,137,"CORN, GRAIN - ACRES HARVESTED",113387.00,12859011.00,453139593.9
CENSUS,2017,YEAR,COUNTY,KANSAS,20,NORTHWEST,10,RAWLINS,153,"CORN, GRAIN - ACRES HARVESTED",86062.00,10565533.00,372319561.2
CENSUS,2017,YEAR,COUNTY,KANSAS,20,NORTHWEST,10,SHERIDAN,179,"CORN, GRAIN - ACRES HARVESTED",150093.00,18783047.00,661897115.6
CENSUS,2017,YEAR,COUNTY,KANSAS,20,NORTHWEST,10,SHERMAN,181,"CORN, GRAIN - ACRES HARVESTED",140580.00,21273617.00,749662487.1
CENSUS,2017,YEAR,COUNTY,KANSAS,20,NORTHWEST,10,THOMAS,193,"CORN, GRAIN - ACRES HARVESTED",226689.00,29448617.00,1037741888
CENSUS,2017,YEAR,COUNTY,KANSAS,20,SOUTH CENTRAL,60,BARBER,7,"CORN, GRAIN - ACRES HARVESTED",9459.00,1316439.00,46390086.6
CENSUS,2017,YEAR,COUNTY,KANSAS,20,SOUTH CENTRAL,60,COMANCHE,33,"CORN, GRAIN - ACRES HARVESTED",2359.00,286570.00,10098460.4
CENSUS,2017,YEAR,COUNTY,KANSAS,20,SOUTH CENTRAL,60,EDWARDS,47,"CORN, GRAIN - ACRES HARVESTED",55709.00,8831697.00,311220792.3
CENSUS,2017,YEAR,COUNTY,KANSAS,20,SOUTH CENTRAL,60,HARPER,77,"CORN, GRAIN - ACRES HARVESTED",3089.00,197380.00,6955487.716
CENSUS,2017,YEAR,COUNTY,KANSAS,20,SOUTH CENTRAL,60,HARVEY,79,"CORN, GRAIN - ACRES HARVESTED",73010.00,7597092.00,267714459.8
CENSUS,2017,YEAR,COUNTY,KANSAS,20,SOUTH CENTRAL,60,KINGMAN,95,"CORN, GRAIN - ACRES HARVESTED",10726.00,1434457.00,50548931.21
CENSUS,2017,YEAR,COUNTY,KANSAS,20,SOUTH CENTRAL,60,KIOWA,97,"CORN, GRAIN - ACRES HARVESTED",29583.00,4909560.00,173008330.5
CENSUS,2017,YEAR,COUNTY,KANSAS,20,SOUTH CENTRAL,60,PAWNEE,145,"CORN, GRAIN - ACRES HARVESTED",51765.00,7800760.00,274891530.8
CENSUS,2017,YEAR,COUNTY,KANSAS,20,SOUTH CENTRAL,60,PRATT,151,"CORN, GRAIN - ACRES HARVESTED",49738.00,7669648.00,270271265.8
CENSUS,2017,YEAR,COUNTY,KANSAS,20,SOUTH CENTRAL,60,RENO,155,"CORN, GRAIN - ACRES HARVESTED",47187.00,4969504.00,175120701.3
CENSUS,2017,YEAR,COUNTY,KANSAS,20,SOUTH CENTRAL,60,SEDGWICK,173,"CORN, GRAIN - ACRES HARVESTED",50331.00,5415522.00,190837961
CENSUS,2017,YEAR,COUNTY,KANSAS,20,SOUTH CENTRAL,60,STAFFORD,185,"CORN, GRAIN - ACRES HARVESTED",68859.00,8967862.00,316019120.4
CENSUS,2017,YEAR,COUNTY,KANSAS,20,SOUTH CENTRAL,60,SUMNER,191,"CORN, GRAIN - ACRES HARVESTED",60434.00,4796623.00,169028535.6
CENSUS,2017,YEAR,COUNTY,KANSAS,20,SOUTHEAST,90,ALLEN,1,"CORN, GRAIN - ACRES HARVESTED",22714.00,2621842.00,92391274.82
CENSUS,2017,YEAR,COUNTY,KANSAS,20,SOUTHEAST,90,BOURBON,11,"CORN, GRAIN - ACRES HARVESTED",13888.00,1653175.00,58256350.21
CENSUS,2017,YEAR,COUNTY,KANSAS,20,SOUTHEAST,90,BUTLER,15,"CORN, GRAIN - ACRES HARVESTED",85001.00,10120497.00,356636906.3
CENSUS,2017,YEAR,COUNTY,KANSAS,20,SOUTHEAST,90,CHAUTAUQUA,19,"CORN, GRAIN - ACRES HARVESTED",3457.00,255539.00,9004956.811
CENSUS,2017,YEAR,COUNTY,KANSAS,20,SOUTHEAST,90,CHEROKEE,21,"CORN, GRAIN - ACRES HARVESTED",71164.00,9222773.00,325001947
CENSUS,2017,YEAR,COUNTY,KANSAS,20,SOUTHEAST,90,COWLEY,35,"CORN, GRAIN - ACRES HARVESTED",26296.00,2130763.00,75086107.36
CENSUS,2017,YEAR,COUNTY,KANSAS,20,SOUTHEAST,90,CRAWFORD,37,"CORN, GRAIN - ACRES HARVESTED",55488.00,6975445.00,245808197.4
CENSUS,2017,YEAR,COUNTY,KANSAS,20,SOUTHEAST,90,ELK,49,"CORN, GRAIN - ACRES HARVESTED",6157.00,715761.00,25222752.27
CENSUS,2017,YEAR,COUNTY,KANSAS,20,SOUTHEAST,90,GREENWOOD,73,"CORN, GRAIN - ACRES HARVESTED",6869.00,758483.00,26728235.83
CENSUS,2017,YEAR,COUNTY,KANSAS,20,SOUTHEAST,90,LABETTE,99,"CORN, GRAIN - ACRES HARVESTED",53655.00,6002241.00,211513393.2
CENSUS,2017,YEAR,COUNTY,KANSAS,20,SOUTHEAST,90,MONTGOMERY,125,"CORN, GRAIN - ACRES HARVESTED",44071.00,4894429.00,172475128.1
CENSUS,2017,YEAR,COUNTY,KANSAS,20,SOUTHEAST,90,NEOSHO,133,"CORN, GRAIN - ACRES HARVESTED",46021.00,5157075.00,181730529
CENSUS,2017,YEAR,COUNTY,KANSAS,20,SOUTHEAST,90,WILSON,205,"CORN, GRAIN - ACRES HARVESTED",43438.00,4350312.00,153300950.8
CENSUS,2017,YEAR,COUNTY,KANSAS,20,SOUTHEAST,90,WOODSON,207,"CORN, GRAIN - ACRES HARVESTED",25269.00,2381321.00,83915538.36
CENSUS,2017,YEAR,COUNTY,KANSAS,20,SOUTHWEST,30,CLARK,25,"CORN, GRAIN - ACRES HARVESTED",1577.00,122586.00,4319816.684
CENSUS,2017,YEAR,COUNTY,KANSAS,20,SOUTHWEST,30,FINNEY,55,"CORN, GRAIN - ACRES HARVESTED",137438.00,22312078.00,786256887.4
CENSUS,2017,YEAR,COUNTY,KANSAS,20,SOUTHWEST,30,FORD,57,"CORN, GRAIN - ACRES HARVESTED",49151.00,8758345.00,308635936
CENSUS,2017,YEAR,COUNTY,KANSAS,20,SOUTHWEST,30,GRANT,67,"CORN, GRAIN - ACRES HARVESTED",81005.00,14455613.00,509402364.2
CENSUS,2017,YEAR,COUNTY,KANSAS,20,SOUTHWEST,30,GRAY,69,"CORN, GRAIN - ACRES HARVESTED",84825.00,15073862.00,531188884.2
CENSUS,2017,YEAR,COUNTY,KANSAS,20,SOUTHWEST,30,HAMILTON,75,"CORN, GRAIN - ACRES HARVESTED",15150.00,1839927.00,64837317.08
CENSUS,2017,YEAR,COUNTY,KANSAS,20,SOUTHWEST,30,HASKELL,81,"CORN, GRAIN - ACRES HARVESTED",106807.00,18500496.00,651940281
CENSUS,2017,YEAR,COUNTY,KANSAS,20,SOUTHWEST,30,HODGEMAN,83,"CORN, GRAIN - ACRES HARVESTED",19179.00,2646582.00,93263089.42
CENSUS,2017,YEAR,COUNTY,KANSAS,20,SOUTHWEST,30,KEARNY,93,"CORN, GRAIN - ACRES HARVESTED",46449.00,7090125.00,249849414
CENSUS,2017,YEAR,COUNTY,KANSAS,20,SOUTHWEST,30,MEADE,119,"CORN, GRAIN - ACRES HARVESTED",73664.00,13913458.00,490297326
CENSUS,2017,YEAR,COUNTY,KANSAS,20,SOUTHWEST,30,MORTON,129,"CORN, GRAIN - ACRES HARVESTED",32877.00,4800944.00,169180803.6
CENSUS,2017,YEAR,COUNTY,KANSAS,20,SOUTHWEST,30,SEWARD,175,"CORN, GRAIN - ACRES HARVESTED",66066.00,12315808.00,433997625.1
CENSUS,2017,YEAR,COUNTY,KANSAS,20,SOUTHWEST,30,STANTON,187,"CORN, GRAIN - ACRES HARVESTED",83815.00,11944117.00,420899579.8
CENSUS,2017,YEAR,COUNTY,KANSAS,20,SOUTHWEST,30,STEVENS,189,"CORN, GRAIN - ACRES HARVESTED",128107.00,22152040.00,780617297.1
CENSUS,2017,YEAR,COUNTY,KANSAS,20,WEST CENTRAL,20,GOVE,63,"CORN, GRAIN - ACRES HARVESTED",95818.00,10892313.00,383834984.6
CENSUS,2017,YEAR,COUNTY,KANSAS,20,WEST CENTRAL,20,GREELEY,71,"CORN, GRAIN - ACRES HARVESTED",54264.00,6708055.00,236385622.4
CENSUS,2017,YEAR,COUNTY,KANSAS,20,WEST CENTRAL,20,LANE,101,"CORN, GRAIN - ACRES HARVESTED",20061.00,2152578.00,75854847.68
CENSUS,2017,YEAR,COUNTY,KANSAS,20,WEST CENTRAL,20,LOGAN,109,"CORN, GRAIN - ACRES HARVESTED",84372.00,8359397.00,294577379.4
CENSUS,2017,YEAR,COUNTY,KANSAS,20,WEST CENTRAL,20,NESS,135,"CORN, GRAIN - ACRES HARVESTED",17586.00,1680068.00,59204034.53
CENSUS,2017,YEAR,COUNTY,KANSAS,20,WEST CENTRAL,20,SCOTT,171,"CORN, GRAIN - ACRES HARVESTED",80605.00,10688724.00,376660697.5
CENSUS,2017,YEAR,COUNTY,KANSAS,20,WEST CENTRAL,20,TREGO,195,"CORN, GRAIN - ACRES HARVESTED",18453.00,1980101.00,69776918.54
CENSUS,2017,YEAR,COUNTY,KANSAS,20,WEST CENTRAL,20,WALLACE,199,"CORN, GRAIN - ACRES HARVESTED",68462.00,9937187.00,350177232.3
CENSUS,2017,YEAR,COUNTY,KANSAS,20,WEST CENTRAL,20,WICHITA,203,"CORN, GRAIN - ACRES HARVESTED",76115.00,10941583.00,385571213.6
CENSUS,2017,YEAR,COUNTY,KENTUCKY,21,BLUEGRASS,50,ANDERSON,5,"CORN, GRAIN - ACRES HARVESTED",269.00,38960.00,1372914.183
CENSUS,2017,YEAR,COUNTY,KENTUCKY,21,BLUEGRASS,50,BATH,11,"CORN, GRAIN - ACRES HARVESTED",1650.00,238765.00,8413856.644
CENSUS,2017,YEAR,COUNTY,KENTUCKY,21,BLUEGRASS,50,BOURBON,17,"CORN, GRAIN - ACRES HARVESTED",4735.00,725801.00,25576552.54
CENSUS,2017,YEAR,COUNTY,KENTUCKY,21,BLUEGRASS,50,BOYLE,21,"CORN, GRAIN - ACRES HARVESTED",2055.00,381963.00,13460021.05
CENSUS,2017,YEAR,COUNTY,KENTUCKY,21,BLUEGRASS,50,CLARK,49,"CORN, GRAIN - ACRES HARVESTED",4438.00,732473.00,25811667.61
CENSUS,2017,YEAR,COUNTY,KENTUCKY,21,BLUEGRASS,50,FAYETTE,67,"CORN, GRAIN - ACRES HARVESTED",1715.00,332307.00,11710189.77
CENSUS,2017,YEAR,COUNTY,KENTUCKY,21,BLUEGRASS,50,FLEMING,69,"CORN, GRAIN - ACRES HARVESTED",2968.00,416500.00,14677072.82
CENSUS,2017,YEAR,COUNTY,KENTUCKY,21,BLUEGRASS,50,FRANKLIN,73,"CORN, GRAIN - ACRES HARVESTED",850.00,121060.00,4266041.863
CENSUS,2017,YEAR,COUNTY,KENTUCKY,21,BLUEGRASS,50,GARRARD,79,"CORN, GRAIN - ACRES HARVESTED",1833.00,252560.00,8899979.62
CENSUS,2017,YEAR,COUNTY,KENTUCKY,21,BLUEGRASS,50,HARRISON,97,"CORN, GRAIN - ACRES HARVESTED",4934.00,890123.00,31367107.06
CENSUS,2017,YEAR,COUNTY,KENTUCKY,21,BLUEGRASS,50,JESSAMINE,113,"CORN, GRAIN - ACRES HARVESTED",625.00,95233.00,3355922.391
CENSUS,2017,YEAR,COUNTY,KENTUCKY,21,BLUEGRASS,50,LINCOLN,137,"CORN, GRAIN - ACRES HARVESTED",7525.00,1271822.00,44817824.99
CENSUS,2017,YEAR,COUNTY,KENTUCKY,21,BLUEGRASS,50,MADISON,151,"CORN, GRAIN - ACRES HARVESTED",2169.00,339371.00,11959118.56
CENSUS,2017,YEAR,COUNTY,KENTUCKY,21,BLUEGRASS,50,MASON,161,"CORN, GRAIN - ACRES HARVESTED",7006.00,1250014.00,44049331.35
CENSUS,2017,YEAR,COUNTY,KENTUCKY,21,BLUEGRASS,50,MERCER,167,"CORN, GRAIN - ACRES HARVESTED",4168.00,765064.00,26960144.16
CENSUS,2017,YEAR,COUNTY,KENTUCKY,21,BLUEGRASS,50,MONTGOMERY,173,"CORN, GRAIN - ACRES HARVESTED",1295.00,183269.00,6458229.193
CENSUS,2017,YEAR,COUNTY,KENTUCKY,21,BLUEGRASS,50,NICHOLAS,181,"CORN, GRAIN - ACRES HARVESTED",1432.00,217521.00,7665237.832
CENSUS,2017,YEAR,COUNTY,KENTUCKY,21,BLUEGRASS,50,ROBERTSON,201,"CORN, GRAIN - ACRES HARVESTED",68.00,10300.00,362962.4251
CENSUS,2017,YEAR,COUNTY,KENTUCKY,21,BLUEGRASS,50,SCOTT,209,"CORN, GRAIN - ACRES HARVESTED",3979.00,693820.00,24449571.82
CENSUS,2017,YEAR,COUNTY,KENTUCKY,21,BLUEGRASS,50,SHELBY,211,"CORN, GRAIN - ACRES HARVESTED",18408.00,3290423.00,115951447.7
CENSUS,2017,YEAR,COUNTY,KENTUCKY,21,BLUEGRASS,50,SPENCER,215,"CORN, GRAIN - ACRES HARVESTED",3706.00,672772.00,23707859.87
CENSUS,2017,YEAR,COUNTY,KENTUCKY,21,BLUEGRASS,50,WASHINGTON,229,"CORN, GRAIN - ACRES HARVESTED",3692.00,595484.00,20984302.6
CENSUS,2017,YEAR,COUNTY,KENTUCKY,21,BLUEGRASS,50,WOODFORD,239,"CORN, GRAIN - ACRES HARVESTED",1930.00,375487.00,13231812.83
CENSUS,2017,YEAR,COUNTY,KENTUCKY,21,CENTRAL,30,ADAIR,1,"CORN, GRAIN - ACRES HARVESTED",5696.00,943734.00,33256308.86
CENSUS,2017,YEAR,COUNTY,KENTUCKY,21,CENTRAL,30,ALLEN,3,"CORN, GRAIN - ACRES HARVESTED",4522.00,675467.00,23802829.17
CENSUS,2017,YEAR,COUNTY,KENTUCKY,21,CENTRAL,30,BARREN,9,"CORN, GRAIN - ACRES HARVESTED",20662.00,3472557.00,122369680.6
